State,Action,Action wo Noise
[-0.5799164  0.        -0.5799164  0.        -0.5799164  0.       ],-0.7659666,-0.99999994
[-0.58064498 -0.00072857 -0.58209674 -0.00145176 -0.58426097 -0.00216423],-1.0,-0.99999994
[-0.58747274 -0.00321177 -0.59170838 -0.00423564 -0.59693674 -0.00522836],-1.0,-0.99999994
[-0.6031195  -0.00618276 -0.61021149 -0.00709199 -0.61816117 -0.00794968],-1.0,-1.0
[-0.62691111 -0.00874994 -0.63639855 -0.00948744 -0.64655605 -0.0101575 ],-0.97731227,-1.0
[-0.6572781  -0.01072206 -0.6684902  -0.01121209 -0.68011547 -0.01162527],-0.36401168,-1.0
[-0.69115554 -0.01104008 -0.70153722 -0.01038168 -0.71119286 -0.00965564],-0.46581554,-1.0
[-0.72021337 -0.00902051 -0.72854202 -0.00832865 -0.73612735 -0.00758533],-0.09819424,-1.0
[-0.74237183 -0.00624448 -0.74723808 -0.00486626 -0.75069737 -0.00345928],-0.36442918,-1.0
"[-7.53128798e-01 -2.43142855e-03 -7.54518248e-01 -1.38944945e-03
 -7.54857686e-01 -3.39437772e-04]",-0.27073136,-1.0
[-0.75400461  0.00085308 -0.75196394  0.00204067 -0.74874749  0.00321644],-0.49733832,-1.0
[-0.74471395  0.00403355 -0.73988702  0.00482693 -0.73429539  0.00559163],-0.9881834,-1.0
[-0.72870895  0.00558643 -0.72316172  0.00554723 -0.71768787  0.00547386],-1.0,-1.0
[-0.71233921  0.00534865 -0.70714944  0.00518977 -0.70215157  0.00499788],-1.0,-1.0
[-0.69737767  0.0047739  -0.69285868  0.00451899 -0.68862409  0.00423459],-1.0,-1.0
[-0.68470175  0.00392234 -0.68111763  0.00358412 -0.67789561  0.00322203],-1.0,-1.0
[-0.67505724  0.00283837 -0.67262162  0.00243562 -0.67060519  0.00201643],-1.0,-1.0
[-0.66902161  0.00158358 -0.66788162  0.00113998 -0.66719299  0.00068863],-1.0,-1.0
"[-6.66960406e-01  2.32585546e-04 -6.67185451e-01 -2.25044541e-04
 -6.67866592e-01 -6.81140742e-04]",-1.0,-1.0
[-0.66899919 -0.0011326  -0.67057554 -0.00157635 -0.67258493 -0.0020094 ],-1.0,-1.0
[-0.67501377 -0.00242883 -0.67784564 -0.00283187 -0.68106151 -0.00321587],-0.55478936,-1.0
[-0.68397203 -0.00291052 -0.6865578  -0.00258577 -0.68880167 -0.00224387],-0.5005643,-1.0
[-0.69060746 -0.0018058  -0.69196329 -0.00135583 -0.69286024 -0.00089695],-0.7934206,-1.0
[-0.69373172 -0.00087148 -0.69457202 -0.00084029 -0.69537563 -0.00080362],-0.8656869,-1.0
[-0.69624572 -0.00087009 -0.69717661 -0.00093089 -0.69816224 -0.00098563],-0.77897805,-1.0
[-0.69906614 -0.0009039  -0.69988244 -0.0008163  -0.70060586 -0.00072341],-1.0,-1.0
[-0.70156324 -0.00095738 -0.70274839 -0.00118516 -0.70415369 -0.00140529],-1.0,-1.0
[-0.70577007 -0.00161638 -0.70758717 -0.0018171  -0.70959337 -0.0020062 ],-1.0,-1.0
[-0.71177588 -0.00218251 -0.71412084 -0.00234496 -0.71661342 -0.00249258],-1.0,-1.0
[-0.71923794 -0.00262452 -0.72197797 -0.00274003 -0.72481645 -0.00283847],-1.0,-1.0
[-0.72773579 -0.00291934 -0.73071802 -0.00298223 -0.7337449  -0.00302689],-1.0,-1.0
[-0.73679804 -0.00305314 -0.739859   -0.00306096 -0.74290942 -0.00305042],-1.0,-1.0
[-0.74593113 -0.00302171 -0.74890627 -0.00297514 -0.75181737 -0.0029111 ],-0.93207854,-1.0
[-0.75454556 -0.0027282  -0.75707507 -0.0025295  -0.75939132 -0.00231626],-0.619313,-1.0
"[-7.61011943e-01 -1.62061922e-03 -7.61927706e-01 -9.15762502e-04
 -7.62133419e-01 -2.05713399e-04]",-1.0,-1.0
"[-7.62198949e-01 -6.55300966e-05 -7.62123925e-01  7.50240894e-05
 -7.61908771e-01  2.15153653e-04]",-0.56438863,-1.0
[-0.76090129  0.00100748 -0.75910719  0.0017941  -0.75653669  0.0025705 ],-0.5869405,-1.0
[-0.75323833  0.00329837 -0.74923111  0.00400721 -0.74453837  0.00469274],-0.829008,-1.0
[-0.73955079  0.00498758 -0.73429802  0.00525277 -0.72881167  0.00548635],-1.0,-1.0
[-0.72338161  0.00543005 -0.7180413   0.00534031 -0.71282397  0.00521732],-1.0,-1.0
[-0.70776247  0.00506151 -0.70288893  0.00487353 -0.69823463  0.0046543 ],-1.0,-1.0
[-0.69382966  0.00440497 -0.68970273  0.00412693 -0.68588095  0.00382178],-1.0,-1.0
[-0.68238956  0.00349139 -0.67925178  0.00313778 -0.67648856  0.00276322],-1.0,-1.0
[-0.67411846  0.0023701  -0.67215743  0.00196103 -0.67061874  0.0015387 ],-1.0,-1.0
"[-6.69512795e-01  1.10594128e-03 -6.68847115e-01  6.65680041e-04
 -6.68626220e-01  2.20894837e-04]",-0.9891132,-1.0
"[-6.68835282e-01 -2.09062317e-04 -6.69472880e-01 -6.37597790e-04
 -6.70534680e-01 -1.06179999e-03]",-0.95845324,-1.0
[-0.67196748 -0.0014328  -0.67376158 -0.0017941  -0.67590485 -0.00214327],-0.9053212,-1.0
[-0.67830314 -0.00239829 -0.68094033 -0.00263719 -0.68379878 -0.00285845],-0.18824753,-1.0
"[-6.85783826e-01 -1.98504287e-03 -6.86882281e-01 -1.09845517e-03
 -6.87086873e-01 -2.04591495e-04]",-0.60090446,-1.0
"[-6.87015232e-01  7.16405504e-05 -6.86667834e-01  3.47398605e-04
 -6.86046976e-01  6.20857417e-04]",-0.87812364,-1.0
"[-6.85572601e-01  4.74375172e-04 -6.85247853e-01  3.24748131e-04
 -6.85074886e-01  1.72966860e-04]",-1.0,-1.0
"[-6.85237663e-01 -1.62776785e-04 -6.85735103e-01 -4.97440209e-04
 -6.86563907e-01 -8.28804240e-04]",-1.0,-1.0
[-0.68771858 -0.00115468 -0.68919149 -0.00147291 -0.69097292 -0.00178142],-1.0,-1.0
[-0.69305112 -0.0020782  -0.69541247 -0.00236135 -0.69804152 -0.00262905],-1.0,-1.0
[-0.70092116 -0.00287964 -0.70403272 -0.00311156 -0.70735615 -0.00332343],-1.0,-1.0
[-0.71087015 -0.003514   -0.71455235 -0.0036822  -0.71837945 -0.0038271 ],-1.0,-1.0
[-0.72232743 -0.00394798 -0.72637168 -0.00404425 -0.73048721 -0.00411553],-1.0,-1.0
[-0.73464879 -0.00416159 -0.73883116 -0.00418237 -0.74300914 -0.00417798],-0.9277474,-1.0
[-0.74704945 -0.00404031 -0.75092822 -0.00387877 -0.75462277 -0.00369455],-1.0,-1.0
[-0.75822006 -0.00359729 -0.76169942 -0.00347937 -0.76504107 -0.00334164],-0.90152776,-1.0
[-0.76807843 -0.00303736 -0.7707945  -0.00271608 -0.77317422 -0.00237972],-1.0,-1.0
[-0.77535218 -0.00217796 -0.77731644 -0.00196426 -0.77905631 -0.00173987],-1.0,-1.0
[-0.78056236 -0.00150605 -0.78182648 -0.00126412 -0.78284187 -0.00101539],-1.0,-1.0
"[-7.83603103e-01 -7.61233748e-04 -7.84106115e-01 -5.03012125e-04
 -7.84348226e-01 -2.42110554e-04]",-0.958009,-1.0
"[-7.84265160e-01  8.30659987e-05 -7.83857359e-01  4.07800587e-04
 -7.83126996e-01  7.30363829e-04]",-0.6877186,-1.0
[-0.78167253  0.00145447 -0.77950174  0.00217079 -0.77662631  0.00287543],-0.6371328,-1.0
[-0.77298594  0.00364037 -0.76860053  0.0043854  -0.76349435  0.00510618],-0.7625019,-1.0
[-0.75788404  0.0056103  -0.7518015   0.00608255 -0.74528178  0.00651972],-0.3961118,-1.0
[-0.73781348  0.0074683  -0.72944107  0.00837241 -0.72021527  0.0092258 ],-0.74311215,-1.0
[-0.71071355  0.00950172 -0.70099569  0.00971786 -0.69112394  0.00987175],-0.835443,-1.0
[-0.68130114  0.0098228  -0.67159237  0.00970877 -0.66206293  0.00952945],-0.48106444,-1.0
[-0.6522462   0.00981672 -0.64221     0.01003621 -0.63202446  0.01018554],-0.6121869,-1.0
[-0.62195827  0.01006619 -0.61208332  0.00987495 -0.60247079  0.00961253],-0.23163193,-0.99999994
[-0.59261967  0.00985112 -0.58260203  0.01001764 -0.57249163  0.01011041],-0.5811805,-0.99999994
[-0.56288761  0.00960402 -0.55386137  0.00902623 -0.54548025  0.00838112],-0.88489074,-0.9999999
[-0.53826248  0.00721778 -0.53226209  0.00600038 -0.52752408  0.00473801],-0.8407722,-0.9999998
[-0.52401778  0.0035063  -0.5217695   0.00224828 -0.5207961   0.0009734 ],-0.9342424,-0.9999998
"[-5.21245083e-01 -4.48981579e-04 -5.23113081e-01 -1.86799777e-03
 -5.26386085e-01 -3.27300411e-03]",-0.58327097,-0.9999999
[-0.53051309 -0.00412701 -0.53546315 -0.00495006 -0.54119915 -0.005736  ],-0.8267675,-0.99999994
[-0.54804336 -0.00684421 -0.55594455 -0.00790119 -0.56484368 -0.00889913],-0.72956616,-0.99999994
[-0.57452862 -0.00968493 -0.58492741 -0.01039879 -0.59596317 -0.01103577],-0.902586,-1.0
[-0.60781434 -0.01185117 -0.62039447 -0.01258013 -0.63361266 -0.0132182 ],-0.7856967,-1.0
[-0.6471992  -0.01358654 -0.66105838 -0.01385918 -0.67509412 -0.01403575],-0.999363,-1.0
[-0.68953141 -0.01443729 -0.70427401 -0.0147426  -0.71922598 -0.01495197],-0.9626633,-1.0
[-0.73423752 -0.01501154 -0.74921633 -0.01497881 -0.76407328 -0.01485695],-1.0,-1.0
[-0.77877909 -0.01470581 -0.79325259 -0.01447349 -0.80741715 -0.01416457],-1.0,-1.0
[-0.82120112 -0.01378397 -0.834538   -0.01333688 -0.84736663 -0.01282863],-1.0,-1.0
[-0.8596312  -0.01226457 -0.87128122 -0.01165002 -0.88227139 -0.01099017],-1.0,-1.0
[-0.89256137 -0.01028998 -0.90211558 -0.00955421 -0.91090287 -0.00878729],-1.0,-1.0
[-0.91889625 -0.00799338 -0.92607254 -0.00717629 -0.93241208 -0.00633954],-1.0,-1.0
[-0.93789838 -0.0054863  -0.94251788 -0.0046195  -0.94625964 -0.00374177],-1.0,-1.0
[-0.94911516 -0.00285551 -0.95107812 -0.00196296 -0.9521443  -0.00106618],-0.9136481,-1.0
"[-9.52181906e-01 -3.76106743e-05 -9.51190868e-01  9.91038272e-04
 -9.49173282e-01  2.01758650e-03]",-1.0,-1.0
[-0.94626302  0.00291026 -0.94246649  0.00379653 -0.93779235  0.00467414],-1.0,-1.0
[-0.93225166  0.00554069 -0.92585815  0.00639351 -0.91862845  0.0072297 ],-0.9917653,-1.0
[-0.91057007  0.00805838 -0.90170642  0.00886365 -0.89206479  0.00964163],-0.9822755,-1.0
[-0.88166247  0.01040232 -0.87053555  0.01112692 -0.85872501  0.01181054],-1.0,-1.0
[-0.84630356  0.01242145 -0.83332256  0.012981   -0.81983875  0.01348381],-0.8309904,-1.0
[-0.80566076  0.01417799 -0.79085737  0.0148034  -0.77550398  0.01535339],-0.5388618,-1.0
[-0.75924435  0.01625962 -0.74216925  0.0170751  -0.72437814  0.01779111],-0.26160923,-1.0
[-0.70556301  0.01881513 -0.68584235  0.01972067 -0.66534475  0.0204976 ],-0.49373785,-1.0
[-0.64455641  0.02078834 -0.62362128  0.02093513 -0.60268779  0.02093349],-0.88079363,-0.99999994
[-0.58248787  0.02019992 -0.56316977  0.0193181  -0.54487678  0.018293  ],-0.82500345,-0.9999997
[-0.52766181  0.01721497 -0.51165388  0.01600793 -0.49697301  0.01468086],-1.0,-0.99999905
[-0.48399163  0.01298138 -0.47280661  0.01118502 -0.46350105  0.00930556],-0.9467325,-0.9999983
[-0.45606389  0.00743716 -0.45054988  0.00551401 -0.44699946  0.00355042],-1.0,-0.9999981
[-0.44551849  0.00148097 -0.44611779 -0.00059929 -0.44879297 -0.00267518],-0.93179625,-0.99999875
[-0.4534222  -0.00462922 -0.45997156 -0.00654936 -0.46839293 -0.00842137],-0.7313587,-0.9999995
[-0.47832349 -0.00993056 -0.48968961 -0.01136612 -0.50240665 -0.01271704],-0.84662014,-0.9999998
[-0.51655245 -0.0141458  -0.53202102 -0.01546858 -0.54869637 -0.01667535],-1.0,-0.99999994
[-0.56668366 -0.01798729 -0.58584872 -0.01916505 -0.60604961 -0.02020089],-1.0,-1.0
[-0.6271384  -0.02108879 -0.64896307 -0.02182467 -0.67136953 -0.02240645],-1.0,-1.0
[-0.69420364 -0.02283412 -0.71731336 -0.02310972 -0.74055062 -0.02323727],-1.0,-1.0
[-0.76377322 -0.0232226  -0.78684637 -0.02307315 -0.80964409 -0.02279772],-1.0,-1.0
[-0.83205025 -0.02240616 -0.85395933 -0.02190907 -0.87527685 -0.02131753],-1.0,-1.0
[-0.89591959 -0.02064273 -0.91581539 -0.0198958  -0.93490288 -0.01908749],-1.0,-1.0
[-0.9531309  -0.01822802 -0.9704578  -0.0173269  -0.98685066 -0.01639286],-1.0,-1.0
[-1.00228438 -0.01543372 -1.01674076 -0.01445638 -1.03020757 -0.01346681],-1.0,-1.0
[-1.04267763 -0.01247006 -1.05414791 -0.01147028 -1.06461874 -0.01047083],-1.0,-1.0
[-1.07409298 -0.00947424 -1.08257536 -0.00848238 -1.0900718  -0.00749644],-1.0,-1.0
[-1.09658889 -0.00651709 -1.10213338 -0.00554449 -1.10671174 -0.00457836],-1.0,-1.0
[-1.11032985 -0.0036181  -1.11299266 -0.00266281 -1.11470401 -0.00171135],-0.84194607,-1.0
"[-1.11522937e+00 -5.25364335e-04 -1.11456955e+00  6.59828358e-04
 -1.11272353e+00  1.84601927e-03]",-0.8133847,-1.0
[-1.10964573  0.00307779 -1.10533176  0.00431397 -1.09977579  0.00555597],-0.5489233,-1.0
[-1.09257424  0.00720155 -1.0837192   0.00885504 -1.07320254  0.01051666],-0.47720948,-1.0
[-1.0609093   0.01229324 -1.04683398  0.01407531 -1.03097448  0.0158595 ],-0.49938768,-1.0
[-1.01336703  0.01760746 -0.99402152  0.01934551 -0.97295683  0.02106468],-0.67545676,-1.0
[-0.95046708  0.02248975 -0.92659505  0.02387204 -0.90139805  0.025197  ],-0.5260367,-1.0
[-0.87472546  0.02667258 -0.84666918  0.02805628 -0.81734086  0.02932832],-0.67605233,-1.0
[-0.78709781  0.03024304 -0.75609209  0.03100572 -0.72449472  0.03159737],-0.699274,-1.0
[-0.69252912  0.0319656  -0.660399    0.03213013 -0.62832034  0.03207866],-1.0,-0.9999999
[-0.59696913  0.03135121 -0.56657207  0.03039706 -0.53735361  0.02921846],-1.0,-0.9999992
[-0.50953201  0.0278216  -0.48331588  0.02621613 -0.45890114  0.02441474],-1.0,-0.9999948
[-0.43646859  0.02243255 -0.4161821   0.02028649 -0.39818737  0.01799474],-1.0,-0.9999794
[-0.38261118  0.01557618 -0.36956116  0.01305002 -0.35912574  0.01043542],-0.5739719,-0.99995834
[-0.35073537  0.00839036 -0.34444511  0.00629027 -0.34029569  0.00414942],-0.93295497,-0.9999532
[-0.33885223  0.00144346 -0.34012395 -0.00127171 -0.34410272 -0.00397877],-0.76813346,-0.9999757
[-0.35051578 -0.00641307 -0.35932162 -0.00880584 -0.37046246 -0.01114084],-0.7309621,-0.9999936
[-0.3838083  -0.01334583 -0.39926854 -0.01546024 -0.41673623 -0.01746769],-0.7805972,-0.9999989
[-0.43616263 -0.0194264  -0.4574082  -0.02124557 -0.48031783 -0.02290964],-0.72345006,-0.9999999
[-0.50463634 -0.02431851 -0.53018217 -0.02554583 -0.5567638  -0.02658163],-0.38073316,-1.0
[-0.5836682  -0.0269044  -0.61069562 -0.02702742 -0.63764831 -0.0269527 ],-0.17976978,-1.0
[-0.66403188 -0.02638357 -0.68966274 -0.02563086 -0.71436866 -0.02470592],-0.8104034,-1.0
[-0.73893625 -0.02456759 -0.76321442 -0.02427817 -0.78706191 -0.02384749],-0.8876455,-1.0
[-0.81046429 -0.02340239 -0.83330257 -0.02283827 -0.85546959 -0.02216702],-1.0,-1.0
[-0.87703888 -0.02156929 -0.89792689 -0.02088801 -0.91806141 -0.02013452],-0.88731205,-1.0
[-0.93721217 -0.01915076 -0.95532875 -0.01811659 -0.97237066 -0.0170419 ],-1.0,-1.0
[-0.98847529 -0.01610463 -1.00361861 -0.01514332 -1.01778326 -0.01416466],-1.0,-1.0
[-1.03095765 -0.01317438 -1.043135   -0.01217735 -1.05431253 -0.01117754],-0.9714641,-1.0
[-1.06444784 -0.0101353  -1.07354368 -0.00909584 -1.08160452 -0.00806085],-0.64530075,-1.0
[-1.08814663 -0.0065421  -1.09317552 -0.00502889 -1.09669611 -0.00352059],-0.57023144,-1.0
"[-1.09859956e+00 -1.90345051e-03 -1.09888803e+00 -2.88463186e-04
 -1.09756184e+00  1.32619091e-03]",-0.7236903,-1.0
[-1.09484966  0.00271217 -1.09074853  0.00410114 -1.08525423  0.00549429],-0.9454009,-1.0
[-1.07869432  0.00655992 -1.07106365  0.00763066 -1.0623575   0.00870616],-1.0,-1.0
[-1.05265393  0.00970357 -1.04195069  0.01070324 -1.03024777  0.01170293],-0.7991496,-1.0
[-1.0172468   0.01300097 -1.00295463  0.01429216 -0.98738319  0.01557145],-0.8795854,-1.0
[-0.97067126  0.01671193 -0.9528443   0.01782696 -0.93393621  0.01890809],-0.654453,-1.0
[-0.91365273  0.02028348 -0.8920489   0.02160383 -0.86919269  0.02285621],-0.85319895,-1.0
[-0.84546436  0.02372834 -0.82095985  0.02450451 -0.79578919  0.02517066],-0.30555686,-1.0
[-0.76925485  0.02653433 -0.74149874  0.02775611 -0.71268064  0.0288181 ],-0.5774667,-1.0
[-0.68338547  0.02929517 -0.65380346  0.029582   -0.62413577  0.02966769],-0.6823313,-0.99999994
[-0.59474893  0.02938684 -0.565856    0.02889293 -0.53767048  0.02818551],-0.737232,-0.99999964
[-0.51048531  0.02718517 -0.48450431  0.025981   -0.45992169  0.02458261],-0.7934564,-0.99999726
[-0.43700394  0.02291775 -0.41591856  0.02108539 -0.39681698  0.01910157],-0.88164157,-0.9999869
[-0.37996598  0.01685101 -0.36548165  0.01448433 -0.35346169  0.01201996],-0.38368353,-0.99996644
[-0.34323859  0.0102231  -0.33487868  0.00835991 -0.32843528  0.0064434 ],-0.41900384,-0.99994975
[-0.32400191  0.00443337 -0.32160615  0.00239576 -0.32126281  0.00034334],-0.47320178,-0.9999575
[-0.32305531 -0.0017925  -0.32697258 -0.00391727 -0.3329903  -0.00601772],-1.0,-0.999981
