State,Action,Action wo Noise
[-0.47070503  0.         -0.47070503  0.         -0.47070503  0.        ],1.0,0.7454487
[-0.46960007  0.00110496 -0.46739833  0.00220174 -0.4641161   0.00328223],0.2073559,0.78007734
[-0.46096659  0.00314951 -0.45797304  0.00299356 -0.45515746  0.00281557],0.6893,0.7750778
[-0.45181765  0.00333981 -0.4479781   0.00383955 -0.44366689  0.0043112 ],0.9119519,0.7703588
[-0.43858152  0.00508537 -0.43275897  0.00582256 -0.42624138  0.00651759],1.0,0.773643
[-0.41894363  0.00729775 -0.41091796  0.00802566 -0.4022214   0.00869656],1.0,0.7728195
[-0.39291519  0.00930622 -0.38306418  0.00985101 -0.37273624  0.01032794],1.0,0.7535006
[-0.36200153  0.01073471 -0.35093188  0.01106965 -0.33960009  0.01133179],1.0,0.7178018
[-0.32807927  0.01152082 -0.31644219  0.01163707 -0.3047607   0.0116815 ],1.0,0.6651578
[-0.2931051   0.0116556  -0.2815437   0.0115614  -0.27014231  0.01140138],1.0,0.59563553
[-0.2589639   0.01117841 -0.24806823  0.01089567 -0.23751163  0.0105566 ],1.0,0.5023749
[-0.22734679  0.01016484 -0.21762268  0.00972412 -0.20838442  0.00923825],0.5417496,0.39177227
[-0.20036073  0.00802369 -0.19358622  0.00677451 -0.1880892   0.00549702],0.09279063,0.21912134
[-0.18456545  0.00352375 -0.18302898  0.00153647 -0.18348583 -0.00045685],-0.401085,-0.025832176
[-0.18667502 -0.00318919 -0.19258394 -0.00590892 -0.20118872 -0.00860478],-0.36482012,-0.29337788
[-0.21239902 -0.0112103  -0.22616597 -0.01376695 -0.24242643 -0.01626047],-1.0,-0.47433442
[-0.26205437 -0.01962793 -0.28494872 -0.02289435 -0.3109839  -0.02603518],-0.6398209,-0.6127435
[-0.33946748 -0.02848358 -0.37022261 -0.03075513 -0.40304762 -0.03282502],0.0060816575,-0.6525954
[-0.43674807 -0.03370045 -0.47108343 -0.03433536 -0.5058019  -0.03471847],-0.13088937,-0.57289207
[-0.54085012 -0.03504822 -0.57596535 -0.03511523 -0.61088578 -0.03492043],-0.34674662,-0.41404426
[-0.64567913 -0.03479335 -0.68009733 -0.0344182  -0.71390456 -0.03380723],-0.37198088,-0.19326925
[-0.74691875 -0.03301419 -0.77893852 -0.03201977 -0.80978308 -0.03084457],-0.367456,0.1245271
[-0.83928659 -0.02950351 -0.86731202 -0.02802543 -0.89374392 -0.0264319 ],-0.57968867,0.44638443
[-0.91880562 -0.0250617  -0.94242003 -0.02361441 -0.96452646 -0.02210643],0.15243043,0.6856104
[-0.98398074 -0.01945428 -1.0007512  -0.01677046 -1.01481724 -0.01406604],0.3335003,0.8503288
[-1.02589482 -0.01107758 -1.03397725 -0.00808243 -1.0390614  -0.00508415],0.3522363,0.9300256
"[-1.04111794e+00 -2.05653779e-03 -1.04014654e+00  9.71400849e-04
 -1.03614734e+00  3.99919601e-03]",0.94038486,0.9665046
[-1.02823894  0.0079084  -1.01642401  0.01181493 -1.00070914  0.01571487],1.0,0.9842973
[-0.98101855  0.01969059 -0.95737707  0.02364148 -0.9298258   0.02755127],1.0,0.99203765
[-0.89842792  0.03139788 -0.86327492  0.035153   -0.82449292  0.038782  ],1.0,0.99494827
[-0.78224845  0.04224447 -0.73675299  0.04549546 -0.68826562  0.04848737],1.0,0.9958314
[-0.63709287  0.05117275 -0.58358527  0.0535076  -0.52813019  0.05545508],1.0,0.99564934
[-0.47114113  0.05698906 -0.41304388  0.05809725 -0.35426067  0.05878321],1.0,0.99375725
[-0.29519357  0.0590671  -0.23620857  0.058985   -0.17762171  0.05858686],1.0,0.98736894
[-0.11968824  0.05793347 -0.06259533  0.05709291 -0.00645848  0.05613686],1.0,0.9669138
[0.04867885 0.05513732 0.10284278 0.05416394 0.15612476 0.05328198],1.0,0.9000412
[0.20867599 0.05255122 0.26070131 0.05202532 0.31245305 0.05175174],1.0,0.72607696
