State,Action,Action wo Noise
[-0.45996877  0.         -0.45996877  0.         -0.45996877  0.        ],-0.99999964,-0.99999964
[-0.4619431  -0.00197433 -0.46587722 -0.00393412 -0.47174209 -0.00586487],-1.0,-1.0
[-0.47949431 -0.00775223 -0.48907636 -0.00958204 -0.50041686 -0.0113405 ],-1.0,-1.0
[-0.51343108 -0.01301422 -0.52802155 -0.01459047 -0.54407885 -0.0160573 ],-1.0,-1.0
[-0.56148265 -0.0174038  -0.58010293 -0.01862028 -0.59980145 -0.01969852],-1.0,-1.0
[-0.62043342 -0.02063197 -0.6418493  -0.02141588 -0.66389679 -0.02204749],-0.9999998,-0.9999998
[-0.68642284 -0.02252605 -0.70927569 -0.02285285 -0.73230687 -0.02303118],-0.9999656,-0.9999656
[-0.75537298 -0.02306611 -0.77833745 -0.02296447 -0.80107195 -0.02273449],-0.97540486,-0.97540486
[-0.82342064 -0.0223487  -0.84527496 -0.02185432 -0.86653722 -0.02126226],0.9177152,0.9177152
[-0.88428119 -0.01774397 -0.89844128 -0.01416009 -0.90896964 -0.01052836],0.99999833,0.99999833
"[-9.15709897e-01 -6.74025343e-03 -9.18642145e-01 -2.93224822e-03
 -9.17758025e-01  8.84119334e-04]",1.0,1.0
[-0.91306004  0.00469799 -0.90456175  0.00849828 -0.89228888  0.01227287],1.0,1.0
[-0.87628115  0.01600774 -0.85659491  0.01968623 -0.83330637  0.02328854],1.0,1.0
[-0.80651509  0.02679128 -0.77634767  0.03016742 -0.74296113  0.03338654],1.0,1.0
[-0.70654558  0.03641555 -0.66732578  0.0392198  -0.62556113  0.04176466],1.0,1.0
[-0.58154362  0.04401751 -0.53559372  0.04594991 -0.48805387  0.04753985],1.0,1.0
[-0.4392801   0.04877377 -0.389632    0.0496481  -0.33946182  0.05017018],1.0,1.0
[-0.28910349  0.05035833 -0.23886237  0.05024113 -0.18900637  0.049856  ],1.0,1.0
[-0.13975914  0.04924723 -0.09129536  0.04846377 -0.0437384   0.04755696],1.0,1.0
[0.00284004 0.04657845 0.04841858 0.04557854 0.09302345 0.04460487],1.0,1.0
[0.13672504 0.04370159 0.17963399 0.04290896 0.22189727 0.04226328],1.0,1.0
[0.26369432 0.04179705 0.30523369 0.04153936 0.34674997 0.04151628],1.0,1.0
