State,Action,Action wo Noise
[-0.4109441  0.        -0.4109441  0.        -0.4109441  0.       ],-1.0,-0.9989127
[-0.41327301 -0.00232892 -0.41791435 -0.00464134 -0.42483511 -0.00692076],-0.9520239,-0.99988335
[-0.43391383 -0.00907873 -0.44508515 -0.01117132 -0.45826792 -0.01318277],-0.9930737,-0.9999889
[-0.47342716 -0.01515924 -0.49045087 -0.01702371 -0.5092124  -0.01876152],-1.0,-0.99999696
[-0.52958179 -0.02036939 -0.55140631 -0.02182452 -0.57452251 -0.0231162 ],-1.0,-0.9999972
[-0.59875827 -0.02423576 -0.6239351  -0.02517683 -0.64987071 -0.02593562],-1.0,-0.99998987
[-0.67638178 -0.02651107 -0.70328668 -0.0269049  -0.73040824 -0.02712156],-1.0,-0.9998997
[-0.75757635 -0.02716811 -0.78463021 -0.02705387 -0.81142039 -0.02679018],-1.0,-0.9980356
[-0.83781033 -0.02638993 -0.86367748 -0.02586716 -0.88891406 -0.02523658],-0.9691782,-0.94890577
[-0.91338101 -0.02446694 -0.93700048 -0.02361947 -0.9597091  -0.02270861],-0.07349775,-0.12730992
[-0.98011357 -0.02040448 -0.99817876 -0.01806518 -1.01388117 -0.01570241],1.0,0.9689164
[-1.02559606 -0.01171489 -1.03331619 -0.00772014 -1.0370385  -0.0037223 ],1.0,0.99994135
"[-1.03676196e+00  2.76535502e-04 -1.03248665e+00  4.27531046e-03
 -1.02421377e+00  8.27287624e-03]",0.93035525,0.99999976
[-1.0120513   0.01216247 -0.99600719  0.01604412 -0.97609696  0.01991023],1.0,1.0
[-0.95224339  0.02385357 -0.92449056  0.02775282 -0.89290523  0.03158534],1.0,1.0
[-0.85758296  0.03532226 -0.81865439  0.03892858 -0.77629076  0.04236363],1.0,1.0
[-0.73070832  0.04558244 -0.68217059  0.04853773 -0.63098792  0.05118267],1.0,1.0
[-0.5775137   0.05347423 -0.52213687  0.05537683 -0.46527101  0.05686586],1.0,1.0
[-0.40734038  0.05793063 -0.34876411  0.05857627 -0.28993981  0.05882431],1.0,1.0
[-0.23122791  0.05871189 -0.17293826  0.05828965 -0.11531962  0.05761864],1.0,1.0
[-0.05855286  0.05676676 -0.00274763  0.05580523  0.05205768  0.05480531],1.0,1.0
[0.10589342 0.05383574 0.15885426 0.05296083 0.21109365 0.05223939],1.0,1.0
[0.26281782 0.05172417 0.31427962 0.05146181 0.3657727  0.05149308],0.985082,1.0
