State,Action,Action wo Noise
[-0.55196461  0.         -0.55196461  0.         -0.55196461  0.        ],-0.9796012,-0.9796012
[-0.55322153 -0.00125691 -0.55572596 -0.00250444 -0.55945922 -0.00373326],-0.99514204,-0.99514204
[-0.56441676 -0.00495754 -0.57056164 -0.00614488 -0.57784818 -0.00728654],-0.9989258,-0.9989258
[-0.58622802 -0.00837985 -0.5956393  -0.00941128 -0.60601286 -0.01037356],-0.99947387,-0.99947387
[-0.6172738  -0.01126094 -0.62934059 -0.0120668  -0.64212678 -0.01278618],-0.9994884,-0.9994884
[-0.65554184 -0.01341507 -0.66949221 -0.01395037 -0.68388221 -0.01439   ],-0.9987065,-0.9987065
[-0.69861394 -0.01473173 -0.7135906  -0.01497666 -0.72871629 -0.01512569],-0.9939122,-0.9939122
[-0.74388973 -0.01517344 -0.75901952 -0.01512979 -0.7740177  -0.01499818],-0.9564335,-0.9564335
[-0.78874413 -0.01472643 -0.80311979 -0.01437566 -0.81707089 -0.0139511 ],-0.5848428,-0.5848428
[-0.82997174 -0.01290086 -0.84176219 -0.01179045 -0.85238986 -0.01062767],0.7898303,0.7898303
"[-8.59747705e-01 -7.35784487e-03 -8.63805793e-01 -4.05808755e-03
 -8.64548053e-01 -7.42259820e-04]",0.99910414,0.99910414
[-0.86165767  0.00289038 -0.85514601  0.00651165 -0.84503929  0.01010672],0.9999962,0.9999962
[-0.83137842  0.01366087 -0.81422351  0.01715492 -0.79365476  0.02056875],1.0,1.0
[-0.769775    0.02387976 -0.74271224  0.02706276 -0.71262195  0.03009029],1.0,1.0
[-0.67968875  0.0329332  -0.64412719  0.03556156 -0.60618124  0.03794595],1.0,1.0
[-0.56612224  0.040059   -0.52424518  0.04187706 -0.48086326  0.04338191],1.0,1.0
[-0.43630099  0.04456227 -0.39088599  0.045415   -0.34494025  0.04594574],1.0,1.0
[-0.29877121  0.04616904 -0.2526634   0.04610781 -0.20687114  0.04579226],1.0,1.0
[-0.16161269  0.04525846 -0.11706611  0.04454658 -0.07336693  0.04369918],1.0,1.0
[-0.03060744  0.04275949  0.01116257  0.04177002  0.051934    0.04077142],1.0,1.0
[0.0917357  0.0398017  0.13063148 0.03889578 0.16871679 0.03808531],1.0,1.0
[0.20611556 0.03739877 0.24297723 0.03686167 0.27947419 0.03649696],1.0,1.0
[0.31579956 0.03632537 0.35216543 0.03636587 0.38880149 0.03663606],1.0,1.0
