State,Action,Action wo Noise
[-0.56981445  0.         -0.56981445  0.         -0.56981445  0.        ],0.5850807,1.0
[-0.56859132  0.00122313 -0.56615415  0.00243717 -0.56252106  0.00363309],1.0,1.0
[-0.55709672  0.00542434 -0.54992156  0.00717516 -0.54104919  0.00887237],0.80378836,1.0
[-0.53084032  0.01020887 -0.51937145  0.01146886 -0.50672861  0.01264284],0.7059821,1.0
[-0.49315327  0.01357534 -0.47874698  0.01440629 -0.46361709  0.01512989],0.90750366,1.0
[-0.44757338  0.01604371 -0.43073367  0.0168397  -0.41322023  0.01751344],1.0,1.0
[-0.39501958  0.01820065 -0.37625953  0.01876005 -0.3570689   0.01919064],1.0,1.0
[-0.33757593  0.01949297 -0.31790683  0.0196691  -0.29818436  0.01972247],1.0,1.0
[-0.27852656  0.0196578  -0.25904563  0.01948093 -0.23984701  0.01919862],1.0,1.0
[-0.22102866  0.01881835 -0.20268056  0.01834811 -0.18488437  0.01779619],1.0,1.0
[-0.16771339  0.01717098 -0.15123259  0.0164808  -0.13549888  0.01573372],1.0,1.0
[-0.12056144  0.01493744 -0.10646226  0.01409918 -0.09323665  0.01322561],1.0,1.0
[-0.08091388  0.01232277 -0.06951781  0.01139606 -0.05906758  0.01045024],1.0,1.0
[-0.04957819  0.00948938 -0.04106121  0.00851699 -0.03352528  0.00753593],1.0,0.99999976
[-0.02697671  0.00654856 -0.02141997  0.00555675 -0.01685806  0.00456191],1.0,0.9999995
[-0.01329296  0.0035651  -0.01072587  0.00256709 -0.00915748  0.00156838],1.0,0.99999905
[-0.00858815  0.00056933 -0.009018   -0.00042984 -0.01044692 -0.00142893],1.0,0.99999785
[-0.01287462 -0.0024277  -0.01630046 -0.00342584 -0.02072331 -0.00442285],1.0,0.9999957
[-0.02614132 -0.00541802 -0.03255166 -0.00641033 -0.03995008 -0.00739842],0.8103552,0.99999285
[-0.04861503 -0.00866496 -0.05853791 -0.00992288 -0.06970681 -0.0111689 ],0.70899534,0.99998736
[-0.08225775 -0.01255094 -0.09616946 -0.01391171 -0.11141435 -0.01524489],1.0,0.99997926
[-0.12752089 -0.01610654 -0.1444467  -0.01692582 -0.16214144 -0.01769474],0.90405726,0.99997807
[-0.18069011 -0.01854868 -0.20002431 -0.0193342  -0.22006565 -0.02004135],1.0,0.9999826
[-0.24058168 -0.02051602 -0.26147434 -0.02089266 -0.28263649 -0.02116215],0.44440317,0.99999046
[-0.30478591 -0.02214942 -0.32779448 -0.02300857 -0.35152197 -0.02372749],0.46304023,0.9999945
[-0.37578891 -0.02426694 -0.40043389 -0.02464498 -0.42528717 -0.02485328],1.0,0.9999976
[-0.44936714 -0.02407997 -0.47249926 -0.02313212 -0.49451313 -0.02201387],0.8343069,0.9999995
[-0.5154934  -0.02098027 -0.535283   -0.0197896  -0.55373352 -0.01845052],0.77851987,1.0
[-0.57079056 -0.01705704 -0.58632707 -0.0155365  -0.6002281  -0.01390103],0.8846644,1.0
[-0.61223247 -0.01200437 -0.62225289 -0.01002042 -0.63021716 -0.00796427],1.0,1.0
[-0.63589536 -0.0056782  -0.63924718 -0.00335182 -0.64024893 -0.00100175],1.0,1.0
[-0.63889356  0.00135538 -0.63519061  0.00370295 -0.62916627  0.00602434],1.0,1.0
[-0.62086334  0.00830293 -0.61034123  0.0105221  -0.59767588  0.01266536],0.81736344,1.0
[-0.58323346  0.01444242 -0.56712012  0.01611334 -0.54945525  0.01766487],1.0,1.0
[-0.53009665  0.0193586  -0.50918932  0.02090733 -0.48689003  0.02229929],1.0,1.0
[-0.4633655   0.02352453 -0.43879026  0.02457524 -0.41334425  0.02544601],1.0,1.0
[-0.38721015  0.0261341  -0.36057066  0.02663949 -0.33360571  0.02696495],0.9863791,1.0
[-0.30651024  0.02709548 -0.27945067  0.02705956 -0.25258326  0.02686741],1.0,1.0
[-0.22603182  0.02655145 -0.19992729  0.02610453 -0.17438641  0.02554088],1.0,1.0
[-0.14951115  0.02487527 -0.12538859  0.02412256 -0.10209124  0.02329736],1.0,1.0
[-0.07967754  0.0224137  -0.05819276  0.02148478 -0.03766998  0.02052278],1.0,1.0
[-0.01813126  0.01953873  0.00041116  0.01854242  0.01795359  0.01754242],1.0,1.0
[0.03449964 0.01654605 0.05005907 0.01555943 0.06464663 0.01458757],1.0,1.0
[0.07828107 0.01363444 0.09098413 0.01270306 0.10277974 0.01179561],1.0,0.99999976
[0.11369325 0.01091351 0.12375078 0.01005753 0.13297862 0.00922784],0.91012317,0.99999905
[0.14126796 0.00828934 0.14864366 0.0073757  0.15512902 0.00648536],1.0,0.99999714
[0.16088026 0.00575124 0.16591706 0.00503681 0.17025723 0.00434016],1.0,0.99999356
[0.17391647 0.00365924 0.17690834 0.00299187 0.17924411 0.00233577],1.0,0.9999871
[0.1809327  0.00168859 0.18198062 0.00104792 0.18239195 0.00041133],0.9328378,0.99997663
[ 0.18206754 -0.00032441  0.18100613 -0.00106141  0.17920359 -0.00180254],1.0,0.99995947
[ 0.17675371 -0.00244987  0.17364715 -0.00310656  0.16987221 -0.00377494],0.5343738,0.9999378
[ 0.16471651 -0.00515571  0.15816143 -0.00655508  0.15018409 -0.00797734],0.8728436,0.9998727
[ 0.1412655  -0.00891859  0.13137734 -0.00988816  0.12049012 -0.01088722],0.76264346,0.9997914
[ 0.10840842 -0.0120817   0.09510174 -0.01330668  0.08054009 -0.01456166],1.0,0.9996927
[ 0.06505105 -0.01548903  0.04860947 -0.01644158  0.03119443 -0.01741504],1.0,0.9996506
[ 0.01279033 -0.0184041  -0.00661194 -0.01940226 -0.02701371 -0.02040177],1.0,0.9996736
[-0.04840728 -0.02139357 -0.07077453 -0.02236725 -0.09408564 -0.02331111],1.0,0.9997361
[-0.11829783 -0.02421218 -0.14335422 -0.02505639 -0.16918296 -0.02582874],1.0,0.99983263
[-0.19569655 -0.02651359 -0.22279153 -0.02709498 -0.25034859 -0.02755705],1.0,0.9999249
[-0.27823308 -0.02788449 -0.30629608 -0.028063   -0.33437583 -0.02807976],1.0,0.9999776
[-0.36229976 -0.02792393 -0.38988677 -0.02758701 -0.41694993 -0.02706317],1.0,0.99999547
[-0.44329939 -0.02634946 -0.46874529 -0.02544589 -0.49310073 -0.02435544],1.0,0.9999993
[-0.51618459 -0.02308386 -0.53782405 -0.02163946 -0.55785685 -0.0200328 ],1.0,1.0
[-0.57613317 -0.01827632 -0.59251711 -0.01638394 -0.60688784 -0.01437073],0.69125885,1.0
[-0.61960349 -0.01271565 -0.63057213 -0.01096864 -0.63971528 -0.00914315],0.6934957,1.0
[-0.64696482 -0.00724954 -0.65226986 -0.00530503 -0.6555934  -0.00332354],0.18864796,1.0
"[-6.57669680e-01 -2.07628101e-03 -6.58484351e-01 -8.14670500e-04
 -6.58031791e-01  4.52559515e-04]",0.19205199,1.0
[-0.65631002  0.00172177 -0.65333092  0.0029791  -0.64911513  0.00421579],0.5241947,1.0
[-0.64319376  0.00592137 -0.63560826  0.0075855  -0.62641212  0.00919614],0.41854995,1.0
[-0.61582922  0.0105829  -0.60393556  0.01189366 -0.59081736  0.01311819],0.19287093,1.0
[-0.57690913  0.01390823 -0.56231347  0.01459566 -0.54713879  0.01517468],0.10574513,1.0
[-0.5316291   0.0155097  -0.51590056  0.01572854 -0.50007114  0.01582942],0.15303312,1.0
[-0.48418847  0.01588266 -0.46837115  0.01581732 -0.45273659  0.01563456],0.5368414,1.0
[-0.43682425  0.01591235 -0.42075012  0.01607413 -0.40462992  0.0161202 ],0.77818173,1.0
[-0.38821588  0.01641403 -0.37162226  0.01659362 -0.35496211  0.01666015],1.0,1.0
[-0.33801347  0.01694864 -0.32088592  0.01712755 -0.30368671  0.0171992 ],1.0,1.0
