State,Action,Action wo Noise
[-0.4746219  0.        -0.4746219  0.        -0.4746219  0.       ],-0.9999295,-0.9999295
[-0.4764878  -0.0018659  -0.48020575 -0.00371795 -0.48574812 -0.00554238],-0.99999243,-0.99999243
[-0.49307376 -0.00732563 -0.502128   -0.00905424 -0.51284315 -0.01071515],-0.9999991,-0.9999991
[-0.52513895 -0.0122958  -0.5389232  -0.01378425 -0.55409255 -0.01516935],-0.9999996,-0.9999996
[-0.57053352 -0.01644097 -0.58812364 -0.01759012 -0.60673284 -0.0186092 ],-0.99999905,-0.99999905
[-0.62622498 -0.01949214 -0.64645952 -0.02023454 -0.66729332 -0.02083381],-0.9999896,-0.9999896
[-0.68858247 -0.02128915 -0.71018414 -0.02160166 -0.73195834 -0.0217742 ],-0.99951965,-0.99951965
[-0.75376892 -0.02181058 -0.77548645 -0.02171753 -0.79698883 -0.02150238],-0.9533589,-0.9533589
[-0.81809309 -0.02110426 -0.83869501 -0.02060192 -0.8587003  -0.02000529],0.50028086,0.50028086
[-0.87584436 -0.01714406 -0.89006111 -0.01421675 -0.90130011 -0.011239  ],0.9996034,0.9996034
"[-9.08775381e-01 -7.47526835e-03 -9.12463722e-01 -3.68834118e-03
 -9.12354116e-01  1.09605742e-04]",0.99999976,0.99999976
[-0.90844629  0.00390782 -0.90075194  0.00769435 -0.88929501  0.01145693],1.0,1.0
[-0.87411337  0.01518164 -0.85526125  0.01885212 -0.83281226  0.022449  ],1.0,1.0
[-0.80686274  0.02594951 -0.77753537  0.02932737 -0.74498242  0.03255295],1.0,1.0
[-0.70938849  0.03559393 -0.67097217  0.03841632 -0.62998621  0.04098596],1.0,1.0
[-0.58671582  0.04327039 -0.54147488  0.04524094 -0.49459993  0.04687495],1.0,1.0
[-0.4464422   0.04815773 -0.39735799  0.04908421 -0.34769811  0.04965988],1.0,1.0
[-0.29779711  0.049901   -0.24796304  0.04983407 -0.19846857  0.04949447],1.0,1.0
[-0.1495439   0.04892467 -0.10137184  0.04817206 -0.05408506  0.04728678],1.0,1.0
[-0.00776544  0.04631962  0.03755486  0.0453203   0.08189101  0.04433615],1.0,1.0
[0.12530222 0.04341121 0.16788799 0.04258577 0.20978422 0.04189622],1.0,1.0
[0.25115942 0.0413752  0.29221134 0.04105192 0.3331639  0.04095256],1.0,1.0
