State,Action,Action wo Noise
[-0.47793612  0.         -0.47793612  0.         -0.47793612  0.        ],0.6335402,0.9949008
[-0.47732721  0.00060891 -0.47611392  0.0012133  -0.47430524  0.00180867],1.0,0.9947156
[-0.47136492  0.00294032 -0.46731476  0.00405017 -0.46218472  0.00513004],1.0,0.9941008
[-0.45601268  0.00617204 -0.44884407  0.00716861 -0.44073144  0.00811263],1.0,0.9927132
[-0.43173393  0.00899751 -0.42191672  0.00981721 -0.41135035  0.01056637],1.0,0.99013805
[-0.40011002  0.01124033 -0.38827482  0.0118352  -0.3759269   0.01234792],1.0,0.9856106
[-0.36315064  0.01277626 -0.35003181  0.01311883 -0.3366567   0.01337511],1.0,0.9777967
[-0.3231113   0.01354539 -0.30948053  0.01363077 -0.29584747  0.01363307],1.0,0.9645388
[-0.2822927   0.01355477 -0.26889375  0.01339895 -0.25572454  0.01316921],1.0,0.942809
[-0.24285502  0.01286952 -0.23035083  0.01250419 -0.21827308  0.01207775],1.0,0.90931594
[-0.20667822  0.01159486 -0.19561801  0.01106021 -0.18513951  0.01047849],1.0,0.8622596
[-0.17528522  0.0098543  -0.16609316  0.00919206 -0.15759712  0.00849604],0.7716778,0.8037236
[-0.15016931  0.00742781 -0.14383455  0.00633476 -0.13861312  0.00522143],0.99223405,0.7444378
[-0.13419028  0.00442284 -0.13057923  0.00361105 -0.12779045  0.00278878],1.0,0.7007369
[-0.12582019  0.00197026 -0.12467394  0.00114625 -0.12435485  0.00031909],0.87672997,0.6783005
[-0.12504871 -0.00069386 -0.1267536  -0.0017049  -0.12946483 -0.00271122],0.8644837,0.6839771
[-0.13319312 -0.00372829 -0.13792774 -0.00473463 -0.14365466 -0.00572692],0.8164434,0.71969545
[-0.15042832 -0.00677366 -0.15822703 -0.00779871 -0.16702468 -0.00879765],1.0,0.77606666
[-0.17651499 -0.00949031 -0.1866629  -0.01014791 -0.19742895 -0.01076606],0.91028464,0.8371669
[-0.20890375 -0.0114748  -0.22103802 -0.01213427 -0.23377707 -0.01273904],1.0,0.8894402
[-0.24692607 -0.013149   -0.26041993 -0.01349386 -0.27418886 -0.01376893],1.0,0.92875683
[-0.28815864 -0.01396978 -0.30225102 -0.01409238 -0.31638417 -0.01413315],1.0,0.95494604
[-0.33047325 -0.01408908 -0.34443108 -0.01395783 -0.3581689  -0.01373782],0.5510506,0.9713125
