State,Action,Action wo Noise
[-0.4054038  0.        -0.4054038  0.        -0.4054038  0.       ],-0.9999997,-0.9999997
[-0.40777181 -0.002368   -0.41249114 -0.00471933 -0.41952842 -0.00703729],-1.0,-1.0
[-0.42883362 -0.0093052  -0.44034002 -0.0115064  -0.45396439 -0.01362437],-1.0,-1.0
[-0.46960723 -0.01564284 -0.48715324 -0.01754601 -0.50647204 -0.0193188 ],-1.0,-1.0
[-0.52741924 -0.0209472  -0.54983778 -0.02241854 -0.57355973 -0.02372195],-1.0,-1.0
[-0.59840838 -0.02484865 -0.62420066 -0.02579227 -0.65074982 -0.02654916],-0.99999994,-0.99999994
[-0.67786831 -0.02711849 -0.70537064 -0.02750233 -0.73307625 -0.02770561],-0.9999844,-0.9999844
[-0.76081215 -0.02773589 -0.78841532 -0.02760318 -0.81573479 -0.02731946],-0.94955415,-0.94955415
[-0.84255746 -0.02682268 -0.86876098 -0.02620352 -0.89423856 -0.02547757],0.99438226,0.99438226
[-0.91598318 -0.02174462 -0.93392744 -0.01794426 -0.94802308 -0.01409564],1.0,1.0
[-0.95822855 -0.01020548 -0.96452255 -0.006294   -0.96689305 -0.0023705 ],1.0,1.0
[-0.96533575  0.0015573  -0.95985346  0.00548229 -0.9504565   0.00939695],1.0,1.0
[-0.9371641   0.0132924  -0.92000667  0.01715743 -0.89902904  0.02097763],1.0,1.0
[-0.87429436  0.02473469 -0.84588852  0.02840584 -0.8139249   0.03196362],1.0,1.0
[-0.77854889  0.03537601 -0.7399418   0.03860709 -0.69832368  0.04161812],1.0,1.0
[-0.65395431  0.04436937 -0.60713201  0.0468223  -0.55818974  0.04894227],1.0,1.0
[-0.50748851  0.05070123 -0.45540806  0.05208045 -0.40233548  0.05307258],1.0,1.0
[-0.34865244  0.05368304 -0.29472209  0.05393035 -0.24087657  0.05384552],1.0,1.0
[-0.18740623  0.05347034 -0.13455107  0.05285516 -0.082495    0.05205608],1.0,1.0
[-0.03136275  0.05113225  0.01878055  0.0501433   0.06792782  0.04914727],1.0,1.0
[0.11612683 0.048199   0.16347601 0.04734918 0.21011987 0.04664386],1.0,1.0
[0.25624418 0.04612432 0.30207152 0.04582734 0.34785703 0.04578551],1.0,1.0
