State,Action,Action wo Noise
[-0.53679624  0.         -0.53679624  0.         -0.53679624  0.        ],-1.0,-0.9999864
[-0.53819729 -0.00140104 -0.54098888 -0.00279159 -0.5451501  -0.00416122],-0.5744821,-0.9999912
[-0.55001153 -0.00486143 -0.55553679 -0.00552526 -0.5616846  -0.00614781],-1.0,-0.9999951
[-0.56904739 -0.00736279 -0.57757038 -0.00852298 -0.58719034 -0.00961996],-0.65345734,-0.9999978
[-0.59731644 -0.0101261  -0.60787433 -0.0105579  -0.61878706 -0.01091273],-0.3743015,-0.99999905
[-0.629557   -0.01076993 -0.64010701 -0.01055001 -0.65036235 -0.01025534],-0.6810595,-0.99999946
[-0.6607113  -0.01034895 -0.67108225 -0.01037095 -0.6814044  -0.01032215],-1.0,-0.9999997
[-0.69208673 -0.01068233 -0.70305853 -0.01097179 -0.71424846 -0.01118993],-1.0,-0.9999998
[-0.72558521 -0.01133675 -0.73699808 -0.01141287 -0.74841757 -0.01141949],-1.0,-0.99999994
[-0.75977588 -0.01135831 -0.77100739 -0.01123151 -0.78204907 -0.01104168],-1.0,-0.99999994
[-0.79284084 -0.01079177 -0.80332581 -0.01048497 -0.81345054 -0.01012473],-1.0,-0.99999994
[-0.82316517 -0.00971463 -0.8324235  -0.00925833 -0.84118307 -0.00875957],-1.0,-1.0
[-0.8494051  -0.00822203 -0.85705449 -0.00764939 -0.8640997  -0.00704522],-1.0,-1.0
[-0.87051268 -0.00641298 -0.87626872 -0.00575603 -0.8813463  -0.00507758],-1.0,-1.0
[-0.885727   -0.0043807  -0.88939532 -0.00366833 -0.8923386  -0.00294328],-1.0,-1.0
"[-8.94546847e-01 -2.20824751e-03 -8.96012695e-01 -1.46584807e-03
 -8.96731305e-01 -7.18609820e-04]",-1.0,-1.0
"[-8.96700320e-01  3.09847245e-05 -8.95919842e-01  7.80477888e-04
 -8.94392431e-01  1.52741092e-03]",-1.0,-0.99999994
[-0.89212313  0.0022693  -0.88911953  0.0030036  -0.88539182  0.00372771],-1.0,-0.99999994
[-0.88095291  0.00443891 -0.87581853  0.00513438 -0.87000736  0.00581118],-0.44943357,-0.99999994
