State,Action,Action wo Noise
[-0.59420783  0.         -0.59420783  0.         -0.59420783  0.        ],0.5447817,-0.08064771
[-0.59286504  0.00134279 -0.59018931  0.00267573 -0.5862003   0.00398901],-0.15267853,-0.079065144
[-0.58197354  0.00422675 -0.57754023  0.00443331 -0.57293314  0.00460709],-0.06860438,-0.077401996
[-0.5680603   0.00487284 -0.56295789  0.00510241 -0.55766388  0.00529401],0.8646609,-0.07521051
[-0.55081783  0.00684605 -0.54247088  0.00834695 -0.53268547  0.00978541],0.19849968,-0.07120448
[-0.52253417  0.0101513  -0.5120931   0.01044107 -0.50144056  0.01065254],0.46888515,-0.06700933
[-0.49025076  0.0111898  -0.47860732  0.01164344 -0.46659696  0.01201035],0.4079964,-0.061998665
[-0.45440005  0.01219692 -0.44210641  0.01229364 -0.4298059   0.01230051],0.1688625,-0.056894362
[-0.41794629  0.0118596  -0.40661259  0.01133371 -0.39588508  0.0107275 ],-0.17659162,-0.05237615
[-0.38635706  0.00952803 -0.37809439  0.00826266 -0.37115357  0.00694082],0.076896936,-0.049319386
[-0.3652013   0.00595227 -0.36027747  0.00492384 -0.35641477  0.0038627 ],0.21491255,-0.047409058
[-0.35343167  0.0029831  -0.35134773  0.00208393 -0.35017658  0.00117115],0.2197962,-0.04667759
"[-3.49918512e-01  2.58067798e-04 -3.50575208e-01 -6.56695624e-04
 -3.52142393e-01 -1.56718498e-03]",0.011881206,-0.047109663
[-0.35492172 -0.00277933 -0.358895   -0.00397328 -0.36403608 -0.00514108],0.5344487,-0.04900855
[-0.36952703 -0.00549095 -0.37533113 -0.0058041  -0.38140926 -0.00607813],0.74976766,-0.05125606
[-0.38739711 -0.00598785 -0.39325364 -0.00585652 -0.39893838 -0.00568474],0.30463442,-0.05355823
[-0.40507947 -0.0061411  -0.4116339  -0.00655443 -0.41855541 -0.00692151],0.09259868,-0.0564577
[-0.42611288 -0.00755746 -0.43425221 -0.00813933 -0.44291475 -0.00866254],0.06116839,-0.059958577
[-0.45208477 -0.00917002 -0.46169529 -0.00961052 -0.47167567 -0.00998038],0.82743263,-0.063987374
[-0.48080276 -0.00912708 -0.48900878 -0.00820602 -0.49623261 -0.00722383],0.09900805,-0.06699103
[-0.50351295 -0.00728034 -0.51079533 -0.00728238 -0.51802519 -0.00722987],0.21824645,-0.070242584
[-0.52496949 -0.0069443  -0.53157614 -0.00660665 -0.53779559 -0.00621945],0.49342015,-0.07289678
[-0.54316847 -0.00537288 -0.54765453 -0.00448606 -0.5512202  -0.00356567],0.19798551,-0.07455164
[-0.55428197 -0.00306177 -0.55681696 -0.00253499 -0.55880625 -0.00198929],0.4108519,-0.07562959
"[-5.59915690e-01 -1.10944383e-03 -5.60137018e-01 -2.21327669e-04
 -5.59468579e-01  6.68438546e-04]",0.03176625,-0.075531244
[-0.55848399  0.00098459 -0.55719058  0.0012934  -0.55559802  0.00159257],0.008546417,-0.07506901
[-0.55375301  0.00184501 -0.55166933  0.00208368 -0.54936255  0.00230678],0.74846137,-0.07417357
[-0.54574004  0.00362251 -0.54082891  0.00491114 -0.53466591  0.006163  ],0.4739698,-0.07170153
[-0.52770897  0.00695694 -0.52001025  0.00769872 -0.51162749  0.00838276],0.13696906,-0.06846321
[-0.50312904  0.00849845 -0.49457856  0.00855048 -0.48604001  0.00853855],0.13910696,-0.065000296
[-0.47757389  0.00846612 -0.4692432   0.00833069 -0.46110971  0.00813349],-0.07816168,-0.061560214
[-0.4535594   0.00755032 -0.44664776  0.00691164 -0.44042539  0.00622237],-0.088503346,-0.058873177
[-0.43495312  0.00547227 -0.43027064  0.00468248 -0.42641176  0.00385887],-0.14997707,-0.057075918
[-0.42349647  0.00291529 -0.42154568  0.00195079 -0.42057336  0.00097233],0.430695,-0.056454718
[-0.41971543  0.00085792 -0.41897804  0.00073739 -0.41836644  0.0006116 ],0.1901979,-0.05598247
"[-4.18245743e-01  1.20697683e-04 -4.18616807e-01 -3.71063676e-04
 -4.19476986e-01 -8.60179424e-04]",0.21587802,-0.056295335
[-0.42078162 -0.00130464 -0.4225214  -0.00173978 -0.42468388 -0.00216248],-0.81263417,-0.05707389
[-0.42879634 -0.00411245 -0.43482921 -0.00603288 -0.44273897 -0.00790976],-0.60641646,-0.06019473
