State,Action,Action wo Noise
[-0.48373044  0.         -0.48373044  0.         -0.48373044  0.        ],-0.9995669,-0.9995669
[-0.48552809 -0.00179765 -0.48911001 -0.00358191 -0.49444947 -0.00533947],-0.9999276,-0.9999276
[-0.50150717 -0.0070577  -0.51023032 -0.00872316 -0.52055361 -0.01032328],-0.9999884,-0.9999884
[-0.53239971 -0.0118461  -0.5456798  -0.01328009 -0.56029438 -0.01461458],-0.9999941,-0.9999941
[-0.5761343  -0.01583991 -0.59308181 -0.01694752 -0.61101196 -0.01793015],-0.99999005,-0.99999005
[-0.62979399 -0.01878203 -0.64929294 -0.01949895 -0.66937135 -0.02007841],-0.99993724,-0.99993724
[-0.68989089 -0.02051954 -0.71071424 -0.02082335 -0.73170668 -0.02099244],-0.99861974,-0.99861974
[-0.75273568 -0.021029   -0.77367626 -0.02094058 -0.79441025 -0.02073399],-0.9365913,-0.9365913
[-0.81473421 -0.02032397 -0.83454676 -0.01981255 -0.85375591 -0.01920915],0.38221765,0.38221765
[-0.87030102 -0.01654511 -0.88411665 -0.01381564 -0.89515224 -0.01103559],0.9983634,0.9983634
"[-9.02445878e-01 -7.29363855e-03 -9.05974012e-01 -3.52813416e-03
 -9.05725636e-01  2.48376054e-04]",0.99999785,0.99999785
[-0.90169906  0.00402657 -0.8939069   0.00779217 -0.88237446  0.01153244],1.0,1.0
[-0.86714148  0.01523299 -0.84826443  0.01887704 -0.82581954  0.02244489],1.0,1.0
[-0.79990603  0.02591352 -0.7706495   0.02925652 -0.73820513  0.03244437],1.0,1.0
[-0.70276013  0.03544501 -0.66453518  0.03822495 -0.62378442  0.04075076],1.0,1.0
[-0.58079354  0.04299089 -0.53587579  0.04491775 -0.48936599  0.0465098 ],1.0,1.0
[-0.44161248  0.04775351 -0.39296769  0.04864479 -0.34377774  0.04918995],1.0,1.0
[-0.29437198  0.04940576 -0.24505309  0.04931889 -0.19608851  0.04896458],1.0,1.0
[-0.14770369  0.04838482 -0.10007743  0.04762626 -0.05333933  0.04673809],1.0,1.0
[-0.0075693   0.04577003  0.03720138  0.04477068  0.08098761  0.04378623],1.0,1.0
[0.12384727 0.04285966 0.1658775  0.04203024 0.20721095 0.04133345],1.0,1.0
[0.24801208 0.04080113 0.28847385 0.04046177 0.32881483 0.04034098],1.0,1.0
