State,Action,Action wo Noise
[-0.4028657  0.        -0.4028657  0.        -0.4028657  0.       ],-1.0,-1.0
[-0.40525153 -0.00238583 -0.41000644 -0.0047549  -0.41709689 -0.00709045],-1.0,-1.0
[-0.42647258 -0.00937569 -0.43806646 -0.01159388 -0.45179481 -0.01372835],-1.0,-1.0
[-0.46755754 -0.01576273 -0.4852386  -0.01768106 -0.50470673 -0.01946813],-1.0,-1.0
[-0.52581647 -0.02110974 -0.54840958 -0.02259311 -0.57231678 -0.0239072 ],-1.0,-1.0
[-0.59735989 -0.02504311 -0.6233543  -0.02599441 -0.65011166 -0.02675736],-1.0,-1.0
[-0.67744279 -0.02733113 -0.70516062 -0.02771783 -0.73308307 -0.02792246],-0.9999938,-0.9999938
[-0.76103579 -0.02795271 -0.78885453 -0.02781874 -0.81638726 -0.02753273],-0.97504014,-0.97504014
[-0.84345831 -0.02707105 -0.86994454 -0.02648624 -0.89573855 -0.025794  ],0.98402727,0.98402727
[-0.91781018 -0.02207163 -0.93609175 -0.01828157 -0.95053487 -0.01444312],1.0,1.0
[-0.96108238 -0.01054751 -0.96771285 -0.00663047 -0.97041406 -0.00270121],1.0,1.0
[-0.9691813   0.00123276 -0.96401671  0.00516459 -0.95492955  0.00908716],1.0,1.0
[-0.94193756  0.01299199 -0.92506918  0.01686838 -0.90436673  0.02070245],1.0,1.0
[-0.8798903   0.02447643 -0.85172221  0.02816808 -0.81997182  0.03175039],1.0,1.0
[-0.78478014  0.03519168 -0.74632397  0.03845617 -0.70481891  0.04150506],1.0,1.0
[-0.66052067  0.04429824 -0.61372416  0.04679652 -0.56475991  0.04896425],1.0,1.0
[-0.51398773  0.05077218 -0.46178763  0.0522001  -0.40854846  0.05323917],1.0,1.0
[-0.35465513  0.05389332 -0.30047533  0.0541798  -0.24634676  0.05412857],1.0,1.0
[-0.19256598  0.05378078 -0.1393795   0.05318648 -0.08697764  0.05240186],1.0,1.0
[-0.03549115  0.05148649  0.0150095   0.05050064  0.06451267  0.04950318],1.0,1.0
[0.11306253 0.04854985 0.16075482 0.04769229 0.20773224 0.04697742],1.0,1.0
[0.25417962 0.04644738 0.30031929 0.04613967 0.34640681 0.04608752],1.0,1.0
