State,Action,Action wo Noise
[-0.59213734  0.         -0.59213734  0.         -0.59213734  0.        ],1.0,1.0
[-0.59012692  0.00201042 -0.58612084  0.00400608 -0.58014859  0.00597225],1.0,1.0
[-0.57225424  0.00789434 -0.56249628  0.00975796 -0.55094725  0.01154903],1.0,1.0
[-0.53769333  0.01325392 -0.52283373  0.0148596  -0.50647988  0.01635386],0.9792328,1.0
[-0.4887855   0.01769437 -0.46988291  0.0189026  -0.44991259  0.01997032],0.60490113,1.0
[-0.42958308  0.02032951 -0.40904202  0.02054106 -0.38843598  0.02060605],0.38156748,1.0
[-0.36824375  0.02019223 -0.3486026   0.01964114 -0.32964212  0.01896049],0.54729056,1.0
[-0.31123466  0.01840746 -0.29349342  0.01774124 -0.2765232   0.01697022],0.41865852,1.0
[-0.26061297  0.01591023 -0.2458488   0.01476417 -0.23230695  0.01354185],0.8230687,1.0
[-0.21944755  0.0128594  -0.20733106  0.01211649 -0.19601177  0.01131929],0.89278996,1.0
[-0.18543337  0.0105784  -0.17563883  0.00979455 -0.166666    0.00897283],0.69993895,1.0
[-0.15883723  0.00782878 -0.15218004  0.00665718 -0.14671691  0.00546313],0.9074069,1.0
[-0.14215438  0.00456253 -0.13850684  0.00364755 -0.13578544  0.00272139],1.0,1.0
[-0.13385948  0.00192597 -0.13273462  0.00112485 -0.13241417  0.00032045],1.0,1.0
[-0.13289904 -0.00048487 -0.13418783 -0.00128879 -0.13627678 -0.00208894],0.7754802,1.0
[-0.13949646 -0.00321969 -0.14383719 -0.00434073 -0.14928553 -0.00544834],1.0,1.0
[-0.15548732 -0.00620179 -0.16242202 -0.0069347  -0.17006576 -0.00764374],1.0,1.0
[-0.17839112 -0.00832536 -0.18736693 -0.00897581 -0.19695808 -0.00959115],0.77204823,0.99999976
[-0.2074673  -0.01050922 -0.21884964 -0.01138235 -0.23105417 -0.01220453],0.80954325,0.99999976
[-0.24396746 -0.01291329 -0.2575262  -0.01355874 -0.2716609  -0.0141347 ],0.820543,1.0
[-0.28627949 -0.01461859 -0.30130056 -0.01502107 -0.31663719 -0.01533663],0.6391249,1.0
[-0.33246952 -0.01583233 -0.34869936 -0.01622984 -0.3652229  -0.01652354],0.6678619,1.0
[-0.38188827 -0.01666537 -0.39858296 -0.01669468 -0.41519164 -0.01660868],1.0,1.0
[-0.43109911 -0.01590748 -0.44619147 -0.01509236 -0.46035918 -0.01416771],1.0,1.0
[-0.47349834 -0.01313916 -0.48551184 -0.0120135  -0.49631038 -0.01079853],1.0,1.0
[-0.50581334 -0.00950297 -0.51394964 -0.0081363  -0.52065829 -0.00670865],1.0,1.0
[-0.525889   -0.00523071 -0.52960253 -0.00371353 -0.53177104 -0.00216851],0.9975387,1.0
[-0.53238195 -0.00061091 -0.53143069  0.00095126 -0.52892438  0.0025063 ],0.9057622,1.0
[-0.52501949  0.00390489 -0.51974531  0.00527419 -0.51314138  0.00660393],1.0,1.0
[-0.50511587  0.00802551 -0.4957289   0.00938696 -0.48505072  0.01067818],1.0,1.0
[-0.47316101  0.01188971 -0.46014814  0.01301287 -0.44610827  0.01403986],1.0,1.0
[-0.43114437  0.0149639  -0.41536502  0.01577935 -0.39888323  0.01648179],1.0,1.0
[-0.38181514  0.01706809 -0.36427865  0.01753649 -0.34639208  0.01788657],1.0,1.0
[-0.32827284  0.01811924 -0.31003613  0.01823671 -0.29179379  0.01824234],1.0,1.0
[-0.27365321  0.01814058 -0.25571643  0.01793678 -0.23807938  0.01763705],1.0,1.0
[-0.22083131  0.01724807 -0.2040544   0.01677692 -0.1878235   0.0162309 ],1.0,1.0
[-0.17220612  0.01561738 -0.15726247  0.01494365 -0.14304572  0.01421675],0.74260545,1.0
[-0.12998837  0.01305735 -0.11812942  0.01185895 -0.1075012   0.01062821],0.4563839,1.0
[-0.09855953  0.00894168 -0.09132479  0.00723474 -0.08581223  0.00551256],0.4910431,1.0
[-0.08198072  0.00383151 -0.07983742  0.0021433  -0.07938619  0.00045123],1.0,1.0
[-0.07986439 -0.0004782  -0.08127118 -0.00140679 -0.08360403 -0.00233285],1.0,0.99999976
[-0.08685866 -0.00325463 -0.0910289  -0.00417023 -0.09610649 -0.00507759],0.9242088,0.99999976
[-0.10219457 -0.00608809 -0.10927977 -0.0070852  -0.1173455  -0.00806573],0.7661067,0.99999976
[-0.12660876 -0.00926326 -0.13704468 -0.01043592 -0.14862311 -0.01157843],0.6787966,0.9999995
[-0.16143893 -0.01281582 -0.17544904 -0.01401011 -0.19060258 -0.01515354],0.50611037,0.9999995
[-0.20709926 -0.01649668 -0.22486959 -0.01777033 -0.24383313 -0.01896354],0.9168655,0.9999995
[-0.2632818  -0.01944867 -0.28311507 -0.01983326 -0.30322422 -0.02010915],0.92083484,0.99999976
[-0.32348713 -0.02026291 -0.34378109 -0.02029396 -0.36397796 -0.02019687],0.9336606,1.0
[-0.38392626 -0.0199483  -0.40349123 -0.01956497 -0.42253716 -0.01904592],0.74695116,1.0
[-0.44120905 -0.0186719  -0.45937218 -0.01816312 -0.47689359 -0.01752142],0.59325236,1.0
[-0.49387428 -0.01698068 -0.51018772 -0.01631344 -0.52571184 -0.01552412],1.0,1.0
[-0.53972012 -0.01400827 -0.55210753 -0.01238741 -0.56278138 -0.01067386],1.0,1.0
[-0.57166205 -0.00888066 -0.57868348 -0.00702144 -0.58379366 -0.00511018],0.97200125,1.0
[-0.58699682 -0.00320316 -0.58826936 -0.00127254 -0.58760191  0.00066746],1.0,1.0
[-0.58495737  0.00264454 -0.58035524  0.00460213 -0.57382949  0.00652575],0.84880626,1.0
[-0.56565523  0.00817427 -0.55589317  0.00976206 -0.54461607  0.0112771 ],1.0,1.0
[-0.53168144  0.01293463 -0.5171862   0.01449524 -0.50123905  0.01594715],0.78225964,1.0
[-0.48428609  0.01695297 -0.46645389  0.01783219 -0.4478748   0.01857909],0.59768057,1.0
[-0.42896224  0.01891256 -0.40985345  0.0191088  -0.39068476  0.01916869],0.7213258,1.0
[-0.37140473  0.01928003 -0.35214491  0.01925981 -0.33303306  0.01911185],0.5560282,1.0
[-0.31443982  0.01859324 -0.29648029  0.01795953 -0.27926134  0.01721895],0.72467166,1.0
[-0.26262816  0.01663318 -0.24667133  0.01595682 -0.23147365  0.01519768],0.46490216,1.0
[-0.21749968  0.01397397 -0.20481477  0.01268491 -0.19347525  0.01133952],0.6963183,1.0
[-0.18318182  0.01029343 -0.17397582  0.009206   -0.16589249  0.00808333],0.76198477,1.0
[-0.15886292  0.00702957 -0.15291178  0.00595114 -0.1480592   0.00485258],0.8564101,1.0
[-0.14417941  0.00387978 -0.14128478  0.00289464 -0.1393843   0.00190048],0.7930849,1.0
[-0.1385788   0.0008055  -0.13887071 -0.00029192 -0.14025917 -0.00138845],0.861096,1.0
[-0.1426379  -0.00237874 -0.14599958 -0.00336168 -0.15033362 -0.00433404],0.7656414,1.0
[-0.15576923 -0.00543561 -0.16228833 -0.0065191  -0.16986848 -0.00758015],0.8966398,1.0
[-0.17828602 -0.00841754 -0.18750945 -0.00922343 -0.19750269 -0.00999324],0.8829296,0.99999976
[-0.20824539 -0.0107427  -0.21969149 -0.0114461  -0.2317896  -0.01209811],0.86031747,0.99999976
[-0.24451678 -0.01272717 -0.25781048 -0.0132937  -0.2716025  -0.01379202],0.972041,1.0
[-0.28565148 -0.01404898 -0.29987926 -0.01422778 -0.31420371 -0.01432445],0.9917219,1.0
[-0.32850976 -0.01430606 -0.3427093  -0.01419953 -0.3567123  -0.01400301],1.0,1.0
[-0.37041532 -0.01370302 -0.3837272  -0.01331188 -0.3965576  -0.0128304 ],1.0,1.0
[-0.40881791 -0.01226031 -0.42042216 -0.01160425 -0.43128794 -0.01086578],1.0,1.0
[-0.44133724 -0.0100493  -0.45049725 -0.00916002 -0.45870115 -0.00820389],0.97232425,1.0
[-0.46593022 -0.00722907 -0.47213116 -0.00620094 -0.47725809 -0.00512693],0.4919551,1.0
[-0.48199353 -0.00473544 -0.48630226 -0.00430873 -0.4901522  -0.00384994],0.73246217,1.0
[-0.49315388 -0.00300168 -0.49528488 -0.002131   -0.49652929 -0.00124441],0.49352485,1.0
"[-4.97236205e-01 -7.06918763e-04 -4.97400350e-01 -1.64144715e-04
 -4.97020493e-01  3.79856593e-04]",0.69312453,1.0
[-0.49580008  0.00122042 -0.49374822  0.00205186 -0.49088026  0.00286796],0.83616173,1.0
[-0.48700305  0.00387721 -0.48214551  0.00485754 -0.47634383  0.00580168],1.0,1.0
[-0.46939538  0.00694845 -0.46135166  0.00804372 -0.45227209  0.00907957],1.0,1.0
[-0.4422234   0.0100487  -0.43127897  0.01094442 -0.41951813  0.01176084],0.9430119,1.0
[-0.40711075  0.01240738 -0.39414484  0.01296591 -0.38071109  0.01343375],1.0,1.0
[-0.36681648  0.01389461 -0.35255486  0.01426162 -0.33802051  0.01453435],1.0,1.0
[-0.3233072   0.01471331 -0.30850731  0.0147999  -0.29371095  0.01479635],0.88013023,1.0
