State,Action,Action wo Noise
[-0.52980721  0.         -0.52980721  0.         -0.52980721  0.        ],-0.99928176,-0.99928176
[-0.53125957 -0.00145236 -0.53415341 -0.00289383 -0.53846702 -0.00431361],-0.9998714,-0.9998714
[-0.54416896 -0.00570194 -0.55121653 -0.00704757 -0.55955701 -0.00834048],-0.9999702,-0.9999702
[-0.56912829 -0.00957127 -0.5798591  -0.01073082 -0.59166992 -0.01181082],-0.9999741,-0.9999741
[-0.60447371 -0.01280379 -0.61817684 -0.01370312 -0.63268006 -0.01450323],-0.999923,-0.999923
[-0.64787959 -0.01519953 -0.66366834 -0.01578875 -0.67993709 -0.01626876],-0.9993236,-0.9993236
[-0.69657482 -0.01663772 -0.71347165 -0.01689683 -0.73051919 -0.01704754],-0.9801467,-0.9801467
[-0.74758282 -0.01706363 -0.76456038 -0.01697756 -0.78135428 -0.0167939 ],-0.16472787,-0.16472787
[-0.79664908 -0.0152948  -0.81036456 -0.01371548 -0.82243204 -0.01206748],0.9929234,0.9929234
[-0.83105727 -0.00862523 -0.83620051 -0.00514325 -0.83783872 -0.00163821],0.9999964,0.9999964
[-0.83595403  0.00188469 -0.83055479  0.00539924 -0.82166524  0.00888955],1.0,1.0
[-0.80932642  0.01233882 -0.79359759  0.01572883 -0.77455805  0.01903954],1.0,1.0
[-0.75230916  0.02224889 -0.72697639  0.02533276 -0.69871119  0.02826521],1.0,1.0
[-0.66769222  0.03101897 -0.6341259   0.03356632 -0.59824573  0.03588017],1.0,1.0
[-0.56031037  0.03793535 -0.52060024  0.03971014 -0.47941259  0.04118765],1.0,1.0
[-0.43705537  0.04235722 -0.39383996  0.04321541 -0.35007334  0.04376661],1.0,1.0
[-0.30605018  0.04402316 -0.26204524  0.04400494 -0.21830677  0.04373847],1.0,1.0
[-0.17505104  0.04325573 -0.13245842  0.04259262 -0.090671    0.04178742],1.0,1.0
[-0.04979167  0.04087934 -0.00988449  0.03990717  0.02902378  0.03890827],1.0,1.0
[0.06694153 0.03791774 0.10390951 0.03696799 0.13999799 0.03608848],1.0,1.0
[0.17530374 0.03530575 0.20994732 0.03464358 0.2440706  0.03412328],1.0,1.0
[0.27783464 0.03376404 0.31141796 0.03358332 0.34501523 0.03359727],1.0,1.0
[0.37883629 0.03382106 0.41310543 0.03426915 0.44806097 0.03495554],1.0,1.0
