State,Action,Action wo Noise
[-0.47941868  0.         -0.47941868  0.         -0.47941868  0.        ],0.93582547,1.0
[-0.47834533  0.00107336 -0.47620659  0.00213874 -0.47301836  0.00318823],0.5415886,1.0
[-0.46939565  0.00362271 -0.46536529  0.00403036 -0.46095708  0.00440821],1.0,1.0
[-0.45551592  0.00544116 -0.44908184  0.00643408 -0.44170199  0.00737985],0.6557251,1.0
[-0.43394662  0.00775537 -0.42587198  0.00807464 -0.41753624  0.00833574],0.51480246,1.0
[-0.40921042  0.00832582 -0.40095356  0.00825686 -0.39282373  0.00812983],0.7054366,1.0
[-0.38459159  0.00823214 -0.37631388  0.0082777  -0.36804707  0.00826681],0.49537873,1.0
[-0.36016194  0.00788513 -0.352711    0.00745095 -0.34574323  0.00696776],0.3559831,1.0
[-0.33951301  0.00623022 -0.33406034  0.00545267 -0.32941986  0.00464048],1.0,1.0
[-0.32465474  0.00476512 -0.31979468  0.00486006 -0.31486969  0.004925  ],1.0,1.0
[-0.30990984  0.00495985 -0.30494512  0.00496472 -0.3000052   0.00493992],0.9513989,1.0
[-0.29519218  0.00481302 -0.29053417  0.00465801 -0.28605806  0.00447611],0.95904136,1.0
[-0.28177794  0.00428012 -0.27771796  0.00405998 -0.27390078  0.00381718],1.0,1.0
[-0.27028605  0.00361474 -0.2668935   0.00339255 -0.2637415   0.003152  ],1.0,1.0
[-0.26084694  0.00289456 -0.25822518  0.00262175 -0.25589005  0.00233513],1.0,1.0
[-0.25385374  0.00203631 -0.25212684  0.00172691 -0.25071824  0.0014086 ],1.0,1.0
[-0.24963519  0.00108305 -0.24888323  0.00075196 -0.24846619  0.00041704],1.0,1.0
"[-2.48386190e-01  7.99977375e-05 -2.48643644e-01 -2.57453229e-04
 -2.49237238e-01 -5.93594327e-04]",1.0,1.0
[-0.25016395 -0.00092671 -0.25141904 -0.00125509 -0.25299609 -0.00157705],0.86251605,1.0
[-0.25509319 -0.0020971  -0.25769949 -0.0026063  -0.2608014  -0.0031019 ],1.0,1.0
[-0.26417635 -0.00337495 -0.26780642 -0.00363007 -0.27167212 -0.0038657 ],1.0,1.0
