State,Action,Action wo Noise
[-0.56045991  0.         -0.56045991  0.         -0.56045991  0.        ],-0.9944179,-0.9944179
[-0.56167564 -0.00121573 -0.56409804 -0.0024224  -0.56770907 -0.00361103],-0.998475,-0.998475
[-0.57248796 -0.00477888 -0.57839919 -0.00591124 -0.58539899 -0.0069998 ],-0.99954253,-0.99954253
[-0.59343725 -0.00803826 -0.60245486 -0.00901761 -0.61238586 -0.009931  ],-0.99966,-0.99966
[-0.6231583  -0.01077244 -0.63469458 -0.01153628 -0.64691247 -0.01221789],-0.9994024,-0.9994024
[-0.65972557 -0.0128131  -0.67304496 -0.01331939 -0.68677978 -0.01373482],-0.99718326,-0.99718326
[-0.70083483 -0.01405504 -0.71511813 -0.0142833  -0.72953854 -0.01442042],-0.9656583,-0.9656583
[-0.7439593  -0.01442076 -0.75829361 -0.01433432 -0.77245807 -0.01416446],-0.32920736,-0.32920736
[-0.78541852 -0.01296045 -0.7971049  -0.01168638 -0.80745635 -0.01035144],0.9675684,0.9675684
"[-8.14475644e-01 -7.01929851e-03 -8.18128533e-01 -3.65288948e-03
 -8.18397518e-01 -2.68984831e-04]",0.99997187,0.99997187
[-0.81523271  0.0031648  -0.80864925  0.00658346 -0.79867915  0.0099701 ],1.0,1.0
[-0.78537228  0.01330688 -0.76879777  0.01657451 -0.74904569  0.01975208],1.0,1.0
[-0.72622876  0.02281694 -0.70048398  0.02574478 -0.67197395  0.02851003],1.0,1.0
[-0.64088749  0.03108646 -0.60743941  0.03344808 -0.57186913  0.03557028],1.0,1.0
[-0.53443809  0.03743104 -0.49542577  0.03901232 -0.4551245   0.04030127],1.0,1.0
[-0.41383318  0.04129132 -0.3718503   0.04198288 -0.32946663  0.04238367],1.0,1.0
[-0.28695802  0.0425086  -0.24457886  0.04237917 -0.20255638  0.04202247],1.0,1.0
[-0.16108636  0.04147002 -0.12033006  0.04075631 -0.08041262  0.03991744],1.0,1.0
[-0.04142279  0.03898983 -0.00341368  0.03800911  0.03359556  0.03700924],1.0,1.0
[0.06961749 0.03602193 0.10469374 0.03507625 0.1388923  0.03419855],1.0,1.0
[0.17230475 0.03341245 0.20504383 0.03273908 0.23724117 0.03219734],1.0,1.0
[0.26904542 0.03180425 0.30062074 0.03157532 0.33214569 0.03152495],1.0,1.0
[0.3638124  0.0316667  0.39582607 0.03201368 0.42840475 0.03257868],1.0,1.0
