State,Action,Action wo Noise
[-0.49240047  0.         -0.49240047  0.         -0.49240047  0.        ],-0.99999696,-0.99999696
[-0.49413411 -0.00173364 -0.49758844 -0.00345433 -0.50273765 -0.00514921],-0.9999998,-0.9999998
[-0.50954322 -0.00680557 -0.51795417 -0.00841095 -0.52790745 -0.00995328],-1.0,-1.0
[-0.53932842 -0.01142097 -0.55213146 -0.01280304 -0.56622076 -0.01408931],-1.0,-1.0
[-0.58149128 -0.01527051 -0.59782977 -0.0163385  -0.61511613 -0.01728635],-1.0,-1.0
[-0.63322469 -0.01810857 -0.65202581 -0.01880111 -0.67138737 -0.01936156],-0.9999996,-0.9999996
[-0.69117648 -0.01978911 -0.71126103 -0.02008455 -0.73151129 -0.02025026],-0.9999606,-0.9999606
[-0.75180131 -0.02029002 -0.77201036 -0.02020904 -0.79202398 -0.02001362],-0.98699796,-0.98699796
[-0.81171554 -0.01969156 -0.83098592 -0.01927038 -0.84974452 -0.0187586 ],0.6948658,0.6948658
[-0.86538675 -0.01564224 -0.87784944 -0.01246268 -0.88708557 -0.00923614],0.99998736,0.99998736
[-0.89260463 -0.00551906 -0.89438779 -0.00178316 -0.89242909  0.0019587 ],1.0,1.0
[-0.88673506  0.00569403 -0.87732515  0.00940991 -0.86423291  0.01309224],1.0,1.0
[-0.84750791  0.016725   -0.82721826  0.02028965 -0.80345354  0.02376472],1.0,1.0
[-0.77632793  0.02712561 -0.74598331  0.03034462 -0.71259181  0.0333915 ],1.0,1.0
[-0.67635759  0.03623422 -0.63751736  0.03884023 -0.59633928  0.04117808],1.0,1.0
[-0.55311997  0.04321931 -0.50817953  0.04494043 -0.4618547   0.04632483],1.0,1.0
[-0.41449031  0.04736439 -0.36642969  0.04806062 -0.31800465  0.04842504],1.0,1.0
[-0.26952564  0.04847901 -0.22127296  0.04825269 -0.17348938  0.04778357],1.0,1.0
[-0.12637477  0.04711461 -0.08008264  0.04629214 -0.0347187   0.04536394],1.0,1.0
[0.00965878 0.04437749 0.05303732 0.04337854 0.09544743 0.04241011],1.0,1.0
[0.13695934 0.04151191 0.17767932 0.04071998 0.21774613 0.04006681],1.0,1.0
[0.25732764 0.03958151 0.29661783 0.03929019 0.33583421 0.03921638],1.0,1.0
