State,Action,Action wo Noise
[-0.50654323  0.         -0.50654323  0.         -0.50654323  0.        ],0.8731675,1.0
[-0.50536134  0.00118189 -0.50300641  0.00235493 -0.49949608  0.00351034],0.95559794,1.0
[-0.49473296  0.00476312 -0.48875266  0.00598029 -0.48159984  0.00715282],0.92866963,1.0
[-0.47336818  0.00823167 -0.46411881  0.00924937 -0.45392018  0.01019863],1.0,1.0
[-0.44274034  0.01117984 -0.430661    0.01207933 -0.41776971  0.0128913 ],0.975789,1.0
[-0.40419518  0.01357453 -0.39003347  0.01416171 -0.37538322  0.01465025],0.91605794,1.0
[-0.36043423  0.01494899 -0.3452866   0.01514763 -0.33003935  0.01524725],0.870436,1.0
[-0.31485792  0.01518143 -0.29983607  0.01502186 -0.28506354  0.01477252],0.9569977,1.0
[-0.27049571  0.01456783 -0.25621343  0.01428228 -0.24229279  0.01392063],1.0,1.0
[-0.22874029  0.0135525  -0.2156219   0.01311839 -0.20299845  0.01262345],1.0,1.0
[-0.19092556  0.01207289 -0.17945367  0.01147189 -0.16862816  0.01082552],1.0,1.0
[-0.15848951  0.01013865 -0.14907356  0.00941595 -0.14041173  0.00866182],1.0,1.0
[-0.13253137  0.00788036 -0.125456    0.00707537 -0.11920564  0.00625036],1.0,1.0
[-0.11379712  0.00540852 -0.10924432  0.0045528  -0.10555845  0.00368586],1.0,1.0
[-0.10274828  0.00281017 -0.10082027  0.001928   -0.09977878  0.00104149],1.0,1.0
[-0.09962613  0.00015266 -0.10036264 -0.00073651 -0.10198668 -0.00162405],1.0,1.0
[-0.10449463 -0.00250794 -0.10788073 -0.0033861  -0.11213704 -0.00425631],1.0,1.0
[-0.11725322 -0.00511618 -0.12321632 -0.0059631  -0.13001055 -0.00679423],1.0,1.0
[-0.13761702 -0.00760647 -0.14601345 -0.00839643 -0.15517384 -0.00916039],1.0,1.0
[-0.16506819 -0.00989436 -0.17566223 -0.01059404 -0.18691708 -0.01125485],1.0,1.0
[-0.19878907 -0.01187199 -0.21122952 -0.01244044 -0.22418458 -0.01295507],1.0,1.0
[-0.23759523 -0.01341065 -0.25139724 -0.01380201 -0.26552131 -0.01412407],1.0,1.0
[-0.2798933  -0.01437199 -0.29443454 -0.01454124 -0.30906229 -0.01462775],1.0,1.0
[-0.32369025 -0.01462796 -0.33822925 -0.014539   -0.35258797 -0.01435872],1.0,1.0
[-0.36667374 -0.01408577 -0.38039345 -0.01371971 -0.39365447 -0.01326102],0.9673543,1.0
[-0.40641454 -0.01276007 -0.41858447 -0.01216993 -0.43007801 -0.01149354],1.0,1.0
[-0.44076379 -0.01068578 -0.45056446 -0.00980067 -0.45940851 -0.00884405],1.0,1.0
[-0.46723102 -0.00782251 -0.47397427 -0.00674326 -0.47958834 -0.00561407],0.9572003,1.0
[-0.48409573 -0.00450739 -0.48746289 -0.00336717 -0.48966475 -0.00220185],0.9631288,1.0
"[-4.90675975e-01 -1.01122675e-03 -4.90489029e-01  1.86946720e-04
 -4.89105304e-01  1.38372496e-03]",1.0,1.0
[-0.48647982  0.00262549 -0.48263215  0.00384767 -0.47759096  0.00504119],1.0,1.0
[-0.47139373  0.00619723 -0.46408644  0.00730729 -0.45572313  0.00836331],0.99596894,1.0
[-0.44637142  0.00935171 -0.43609979  0.01027163 -0.42498295  0.01111685],0.988563,1.0
[-0.41311213  0.01187082 -0.40057203  0.0125401  -0.38745098  0.01312105],0.76765394,1.0
[-0.3741714   0.01327958 -0.36082389  0.01334751 -0.34749776  0.01332613],0.8890956,1.0
[-0.33409816  0.0133996  -0.32071084  0.01338732 -0.30741931  0.01329153],0.83128774,1.0
[-0.29439091  0.01302841 -0.28170232  0.01268858 -0.26942594  0.01227639],0.73126274,1.0
[-0.25777952  0.01164642 -0.24682516  0.01095436 -0.23661928  0.01020588],1.0,1.0
[-0.22680954  0.00980974 -0.21744305  0.00936649 -0.20856324  0.00887981],1.0,1.0
[-0.20020984  0.00835341 -0.19241888  0.00779096 -0.18522283  0.00719605],0.9750504,1.0
[-0.17868807  0.00653476 -0.17284005  0.00584802 -0.16770084  0.00513921],0.8623102,1.0
[-0.1634584   0.00424245 -0.16012787  0.00333052 -0.15772093  0.00240694],1.0,1.0
[-0.15603932  0.00168161 -0.15508875  0.00095057 -0.15487244  0.00021631],1.0,1.0
[-0.15539111 -0.00051867 -0.15664302 -0.00125191 -0.15862393 -0.00198091],1.0,1.0
[-0.16132707 -0.00270314 -0.16474309 -0.00341602 -0.16885994 -0.00411685],0.8565811,1.0
[-0.17387794 -0.005018   -0.17977859 -0.00590065 -0.1865395  -0.0067609 ],0.65798885,1.0
[-0.19443206 -0.00789256 -0.20342427 -0.00899221 -0.21347822 -0.01005395],0.7304135,1.0
[-0.22444115 -0.01096292 -0.23626283 -0.01182169 -0.24888678 -0.01262395],0.765028,1.0
[-0.26219809 -0.01331131 -0.2761275  -0.01392942 -0.29059955 -0.01447205],1.0,1.0
[-0.30518022 -0.01458067 -0.3197843  -0.01460408 -0.3343235  -0.0145392 ],0.9956715,1.0
[-0.34871369 -0.0143902  -0.36286267 -0.01414897 -0.37667748 -0.01381481],1.0,1.0
[-0.39005886 -0.01338139 -0.40291522 -0.01285636 -0.41515706 -0.01224184],1.0,1.0
[-0.42669795 -0.01154088 -0.43745539 -0.01075745 -0.44735175 -0.00989635],1.0,1.0
[-0.45631498 -0.00896323 -0.46427942 -0.00796444 -0.47118641 -0.00690699],1.0,1.0
[-0.47698488 -0.00579847 -0.48163181 -0.00464693 -0.48509267 -0.00346085],1.0,1.0
"[-4.87341673e-01 -2.24900809e-03 -4.88362074e-01 -1.02040047e-03
 -4.88146257e-01  2.15816187e-04]",0.9644334,1.0
[-0.48674918  0.00139707 -0.48418127  0.00256791 -0.48046165  0.00371962],1.0,1.0
[-0.47556465  0.004897   -0.46952667  0.00603798 -0.46239245  0.00713422],0.8333325,1.0
[-0.4544647   0.00792775 -0.44580175  0.00866295 -0.436467    0.00933475],0.6342858,1.0
[-0.42682689  0.00964011 -0.41695099  0.0098759  -0.40690994  0.01004105],0.70582896,1.0
[-0.39666755  0.01024239 -0.38629556  0.01037199 -0.37586572  0.01042983],0.9588019,1.0
[-0.36506976  0.01079596 -0.35398025  0.01108951 -0.34267049  0.01130977],0.6458364,1.0
[-0.33168327  0.01098722 -0.32108845  0.01059482 -0.31095199  0.01013647],0.70909876,1.0
[-0.30124073  0.00971126 -0.29201254  0.00922818 -0.28332121  0.00869133],0.82237464,1.0
[-0.27504634  0.00827487 -0.26723405  0.00781229 -0.25992691  0.00730714],0.94975287,1.0
[-0.25297281  0.0069541  -0.24640803  0.00656478 -0.2402661   0.00614193],1.0,1.0
[-0.23450237  0.00576373 -0.22914508  0.00535729 -0.22421998  0.0049251 ],1.0,1.0
[-0.2197503   0.00446968 -0.21575675  0.00399355 -0.21225753  0.00349922],1.0,1.0
[-0.20926836  0.00298917 -0.20680249  0.00246587 -0.20487072  0.00193177],1.0,1.0
[-0.20348144  0.00138928 -0.20264064  0.00084079 -0.20235194  0.0002887 ],1.0,1.0
[-0.20261657 -0.00026463 -0.20343339 -0.00081682 -0.2047989  -0.00136551],1.0,1.0
[-0.20670721 -0.00190831 -0.20915004 -0.00244283 -0.2121167  -0.00296665],0.97133666,1.0
[-0.21563702 -0.00352032 -0.21969521 -0.00405819 -0.22427277 -0.00457757],1.0,1.0
[-0.22930551 -0.00503274 -0.23476967 -0.00546416 -0.24063898 -0.00586931],0.93196154,1.0
[-0.2469867  -0.00634772 -0.25378103 -0.00679433 -0.2609872  -0.00720616],0.9587736,1.0
[-0.26852727 -0.00754007 -0.27636091 -0.00783364 -0.28444527 -0.00808436],1.0,1.0
[-0.29267331 -0.00822804 -0.30099805 -0.00832473 -0.30937093 -0.00837289],0.9745121,1.0
[-0.31778042 -0.00840948 -0.32617554 -0.00839512 -0.33450451 -0.00832897],0.9598391,1.0
[-0.34273707 -0.00823256 -0.35082076 -0.00808368 -0.35870327 -0.00788251],0.8831146,1.0
[-0.366448   -0.00774473 -0.3740035  -0.00755551 -0.38131902 -0.00731552],1.0,1.0
[-0.38816952 -0.00685051 -0.39450803 -0.00633851 -0.4002907  -0.00578267],1.0,1.0
[-0.40547724 -0.00518653 -0.41003126 -0.00455402 -0.41392065 -0.00388939],0.98155504,1.0
[-0.41714553 -0.00322488 -0.41968298 -0.00253745 -0.4215149  -0.00183192],0.8461407,1.0
"[-4.22831324e-01 -1.31642615e-03 -4.23622836e-01 -7.91512491e-04
 -4.23883766e-01 -2.60929588e-04]",1.0,1.0
[-0.42338145  0.00050231 -0.4221195   0.00126195 -0.42010694  0.00201256],0.87309927,1.0
[-0.4175485   0.00255843 -0.41446245  0.00308605 -0.41087072  0.00359173],0.78660834,1.0
[-0.40692852  0.0039422  -0.40266367  0.00426485 -0.39810616  0.00455751],0.6558507,1.0
[-0.39348399  0.00462217 -0.38882931  0.00465468 -0.38417432  0.004655  ],0.91679704,1.0
[-0.37915958  0.00501473 -0.37381936  0.00534022 -0.36818987  0.00562949],0.9646114,1.0
[-0.36223726  0.00595261 -0.35600122  0.00623603 -0.34952296  0.00647826],0.7727338,1.0
[-0.34313263  0.00639033 -0.33687153  0.0062611  -0.33077968  0.00609185],1.0,1.0
[-0.32455466  0.00622502 -0.31823533  0.00631933 -0.31186062  0.00637471],0.9875224,1.0
[-0.305488    0.00637262 -0.29915567  0.00633233 -0.29290104  0.00625463],0.8444157,1.0
[-0.28697516  0.00592588 -0.28141199  0.00556316 -0.27624296  0.00516903],0.57305986,1.0
[-0.27190387  0.00433909 -0.26841857  0.0034853  -0.265806    0.00261257],0.7220584,1.0
[-0.26385673  0.00194927 -0.26258119  0.00127554 -0.26198618  0.00059501],0.89831734,1.0
"[-2.61810475e-01  1.75707472e-04 -2.62055000e-01 -2.44524677e-04
 -2.62718459e-01 -6.63459518e-04]",1.0,1.0
[-0.2636448  -0.00092635 -0.2648291  -0.0011843  -0.26626503 -0.00143593],0.9636038,1.0
[-0.26799948 -0.00173445 -0.2700231  -0.00202362 -0.27232494 -0.00230184],0.8835358,1.0
[-0.27501254 -0.00268761 -0.27807117 -0.00305863 -0.2814839  -0.00341273],0.82102704,1.0
[-0.28532544 -0.00384154 -0.28957414 -0.0042487  -0.29420581 -0.00463167],0.5652525,1.0
[-0.29957742 -0.00537162 -0.30565767 -0.00608025 -0.3124106  -0.00675293],1.0,1.0
[-0.31914358 -0.00673298 -0.32581562 -0.00667204 -0.33238552 -0.00656989],1.0,1.0
