State,Action,Action wo Noise
[-0.40045017  0.         -0.40045017  0.         -0.40045017  0.        ],-0.8441134,-0.797381
[-0.40261909 -0.00216892 -0.40694173 -0.00432265 -0.41338773 -0.00644599],-0.9527998,-0.9101118
[-0.42207452 -0.0086868  -0.43294023 -0.01086571 -0.44590673 -0.0129665 ],-0.94566274,-0.97355497
[-0.46086915 -0.01496242 -0.47771777 -0.01684861 -0.4963279  -0.01861013],-1.0,-0.989537
[-0.51664233 -0.02031443 -0.53850894 -0.0218666  -0.56176375 -0.02325482],-0.9545529,-0.9926932
[-0.58616478 -0.02440103 -0.61153115 -0.02536637 -0.63767748 -0.02614633],-0.83362544,-0.989747
[-0.66423525 -0.02655778 -0.69101971 -0.02678446 -0.71785108 -0.02683137],-0.9279011,-0.9704795
[-0.74469849 -0.0268474  -0.77139844 -0.02669995 -0.79779826 -0.02639982],-0.7958276,-0.8509412
[-0.82355954 -0.02576127 -0.84855641 -0.02499688 -0.87267796 -0.02412154],-0.18344937,-0.27507448
[-0.89490956 -0.02223161 -0.91517274 -0.02026318 -0.93340464 -0.0182319 ],0.9603445,0.7388345
[-0.94784028 -0.01443564 -0.95844565 -0.01060537 -0.96519859 -0.00675294],1.0,0.9854827
[-0.9680268  -0.0028282  -0.96692519  0.00110161 -0.96189572  0.00502947],1.0,0.9987891
[-0.95294766  0.00894806 -0.94009888  0.01284879 -0.92337802  0.01672085],1.0,0.99978614
[-0.90282767  0.02055035 -0.87850816  0.02431951 -0.85050201  0.02800616],1.0,0.99992824
[-0.81891862  0.03158339 -0.78389893  0.03501969 -0.74561944  0.03827949],1.0,0.999959
[-0.70429521  0.04132423 -0.66018116  0.04411404 -0.61357118  0.04660999],1.0,0.9999528
[-0.56479456  0.04877662 -0.51420976  0.0505848  -0.46219537  0.05201439],1.0,0.9999101
[-0.4091389   0.05305647 -0.35542412  0.05371479 -0.30141781  0.05400631],1.0,0.9997747
[-0.24745718  0.05396063 -0.19383872  0.05361846 -0.14080933  0.05302938],1.0,0.99971676
[-0.08856019  0.05224914 -0.03722333  0.05133686  0.0131291   0.05035243],0.9032688,0.9999976
[0.06233837 0.04920927 0.11044613 0.04810777 0.15754478 0.04709865],1.0,1.0
[0.2039175  0.04637272 0.24974361 0.04582611 0.29523919 0.04549558],1.0,1.0
[0.34065294 0.04541374 0.38626244 0.04560951 0.43237082 0.04610838],1.0,1.0
