State,Action,Action wo Noise
[-0.44150141  0.         -0.44150141  0.         -0.44150141  0.        ],-0.9999998,-0.9999998
[-0.44361093 -0.00210952 -0.44781462 -0.00420369 -0.45408181 -0.00626719],-1.0,-1.0
[-0.46236661 -0.00828479 -0.47260806 -0.01024146 -0.48473046 -0.0121224 ],-1.0,-1.0
[-0.49864371 -0.01391325 -0.51424395 -0.01560024 -0.53141434 -0.01717039],-1.0,-1.0
[-0.55002612 -0.01861178 -0.5699399  -0.01991378 -0.59100724 -0.02106734],-1.0,-1.0
[-0.61307246 -0.02206522 -0.63597465 -0.02290219 -0.6595499  -0.02357525],-0.9999994,-0.9999994
[-0.68363355 -0.02408365 -0.70806252 -0.02442897 -0.73267755 -0.02461503],-0.99983203,-0.99983203
[-0.75732505 -0.0246475  -0.78185951 -0.02453446 -0.80614481 -0.0242853 ],-0.84040976,-0.84040976
[-0.82981643 -0.02367162 -0.8527617  -0.02294527 -0.87488097 -0.02211927],0.99135673,0.99135673
[-0.89333988 -0.01845891 -0.90807337 -0.01473349 -0.91903443 -0.01096106],0.99999976,0.99999976
"[-9.26178023e-01 -7.14358881e-03 -9.29484575e-01 -3.30655170e-03
 -9.28945397e-01  5.39177334e-04]",1.0,1.0
[-0.92456189  0.00438351 -0.91634568  0.00821621 -0.90431964  0.01202605],1.0,1.0
[-0.88851975  0.01579988 -0.86899782  0.01952193 -0.84582471  0.02317311],1.0,1.0
[-0.81909408  0.02673062 -0.78892632  0.03016776 -0.75547219  0.03345414],1.0,1.0
[-0.71891589  0.03655629 -0.67947712  0.03943877 -0.63741141  0.04206571],1.0,1.0
[-0.59300859  0.04440282 -0.54658895  0.04641964 -0.49849702  0.04809193],1.0,1.0
[-0.44909317  0.04940384 -0.39874348  0.05034969 -0.34780846  0.05093502],1.0,1.0
[-0.29663159  0.05117686 -0.24552846  0.05110313 -0.19477725  0.05075121],1.0,1.0
[-0.14461124  0.05016601 -0.09521363  0.04939761 -0.04671473  0.04849891],1.0,1.0
[0.00080869 0.04752342 0.04733211 0.04652342 0.0928807  0.04554858],1.0,1.0
[0.13752571 0.04464501 0.18138049 0.04385478 0.22459634 0.04321585],1.0,1.0
[0.26735854 0.0427622  0.30988269 0.04252415 0.35241156 0.04252886],1.0,1.0
