State,Action,Action wo Noise
[-0.44863204  0.         -0.44863204  0.         -0.44863204  0.        ],-0.999993,-0.999993
[-0.45068955 -0.00205751 -0.45478952 -0.00409997 -0.46090189 -0.00611237],-0.9999996,-0.9999996
[-0.46898172 -0.00807983 -0.47896935 -0.00998763 -0.4907907  -0.01182135],-0.99999994,-0.99999994
[-0.50435771 -0.01356701 -0.51956895 -0.01521124 -0.53631042 -0.01674146],-1.0,-1.0
[-0.55445656 -0.01814615 -0.57387161 -0.01941505 -0.59441104 -0.02053943],-0.9999999,-0.9999999
[-0.61592336 -0.02151232 -0.63825206 -0.02232871 -0.66123773 -0.02298566],-0.9999948,-0.9999948
[-0.68472017 -0.02348245 -0.70854071 -0.02382054 -0.73254425 -0.02400354],-0.9992433,-0.9992433
[-0.75658019 -0.02403594 -0.78050648 -0.02392628 -0.80418999 -0.02368351],-0.71673214,-0.71673214
[-0.82708404 -0.02289405 -0.84907872 -0.02199469 -0.87007723 -0.02099851],0.9906559,0.9906559
[-0.88743446 -0.01735723 -0.90108741 -0.01365294 -0.91099071 -0.0099033 ],0.9999993,0.9999993
[-0.91709984 -0.00610913 -0.91939698 -0.00229714 -0.91787562  0.00152136],1.0,1.0
[-0.91254006  0.00533556 -0.90340574  0.00913432 -0.89050044  0.0129053 ],1.0,1.0
[-0.87386632  0.01663412 -0.85356264  0.02030368 -0.82966905  0.02389359],1.0,1.0
[-0.80228917  0.02737988 -0.77155425  0.03073492 -0.73762648  0.03392777],1.0,1.0
[-0.70070155  0.03692493 -0.66100997  0.03969158 -0.61881674  0.04219322],1.0,1.0
[-0.57441906  0.04439769 -0.52814169  0.04627736 -0.48033026  0.04781144],1.0,1.0
[-0.43134243  0.04898783 -0.38153772  0.04980471 -0.3312665   0.05027121],1.0,1.0
[-0.28085906  0.05040744 -0.23061548  0.05024359 -0.18079707  0.04981841],1.0,1.0
[-0.13161985  0.04917722 -0.08325025  0.04836959 -0.03580309  0.04744716],1.0,1.0
[0.01065847 0.04646157 0.05612131 0.04546284 0.10061951 0.04449819],1.0,1.0
[0.14423074 0.04361123 0.18707236 0.04284163 0.22929747 0.04222511],1.0,1.0
[0.27109112 0.04179364 0.31266695 0.04157583 0.35426428 0.04159733],1.0,1.0
