State,Action,Action wo Noise
[-0.46198103  0.         -0.46198103  0.         -0.46198103  0.        ],1.0,1.0
[-0.46094054  0.00104049 -0.45886722  0.00207332 -0.45577634  0.00309088],1.0,1.0
[-0.45169063  0.00408571 -0.44664005  0.00505058 -0.44066155  0.0059785 ],1.0,1.0
[-0.43379868  0.00686287 -0.4261012   0.00769748 -0.41762456  0.00847663],1.0,1.0
[-0.40842941  0.00919515 -0.39858095  0.00984846 -0.38814829  0.01043266],0.79685974,1.0
[-0.3775085   0.0106398  -0.36673435  0.01077415 -0.35589845  0.0108359 ],0.61706865,1.0
[-0.34534231  0.01055614 -0.33513467  0.01020764 -0.32534079  0.00979387],0.6599003,1.0
[-0.31595787  0.00938292 -0.30704363  0.00891424 -0.29865184  0.00839179],0.5040705,1.0
[-0.29106587  0.00758597 -0.28432975  0.00673612 -0.27848185  0.00584789],0.76838404,1.0
[-0.2731585   0.00532335 -0.26838909  0.00476942 -0.26419957  0.00418952],1.0,1.0
[-0.26026505  0.00393452 -0.25660641  0.00365864 -0.25324286  0.00336355],1.0,1.0
[-0.25019188  0.00305099 -0.24746913  0.00272275 -0.24508849  0.00238064],1.0,1.0
[-0.24306198  0.00202651 -0.24139976  0.00166222 -0.24011012  0.00128964],1.0,1.0
"[-2.39199452e-01  9.10670820e-04 -2.38672249e-01  5.27202904e-04
 -2.38531112e-01  1.41137270e-04]",0.9410412,1.0
[-0.23886517 -0.00033406 -0.23967279 -0.00080762 -0.24094997 -0.00127718],0.93503296,1.0
[-0.24269942 -0.00174944 -0.24491242 -0.002213   -0.24757788 -0.00266547],1.0,1.0
[-0.2505849  -0.00300702 -0.25391815 -0.00333325 -0.25756047 -0.00364232],0.7745984,1.0
[-0.26183099 -0.00427052 -0.26670722 -0.00487622 -0.27216309 -0.00545588],0.9152937,1.0
[-0.27795799 -0.00579489 -0.28405997 -0.00610198 -0.29043488 -0.0063749 ],1.0,1.0
[-0.29691935 -0.00648448 -0.30347588 -0.00655653 -0.31006594 -0.00659005],1.0,1.0
[-0.31665018 -0.00658424 -0.32318873 -0.00653855 -0.32964142 -0.00645269],1.0,1.0
[-0.33596808 -0.00632666 -0.34212883 -0.00616075 -0.34808437 -0.00595553],1.0,1.0
[-0.35379627 -0.0057119  -0.35922732 -0.00543105 -0.36434181 -0.00511448],1.0,1.0
[-0.36910579 -0.00476398 -0.37348743 -0.00438164 -0.37745724 -0.00396981],1.0,1.0
[-0.38098833 -0.00353109 -0.38405667 -0.00306834 -0.38664127 -0.0025846 ],1.0,1.0
[-0.38872439 -0.00208313 -0.3902917  -0.00156731 -0.39133237 -0.00104067],0.8761104,1.0
"[-3.92025046e-01 -6.92675693e-04 -3.92364933e-01 -3.39887214e-04
 -3.92349678e-01  1.52548982e-05]",0.8400708,1.0
"[-3.92033446e-01  3.16231966e-04 -3.91418427e-01  6.15019217e-04
 -3.90508877e-01  9.09550113e-04]",0.67965865,1.0
[-0.3895517   0.00095717 -0.38855351  0.00099819 -0.3875212   0.00103232],0.6658257,1.0
[-0.38648261  0.00103859 -0.3854449   0.00103771 -0.3844152   0.00102971],0.96288556,1.0
[-0.38295497  0.00146023 -0.38107422  0.00188075 -0.37878581  0.00228842],1.0,1.0
[-0.37604964  0.00273616 -0.37288432  0.00316533 -0.36931122  0.00357309],1.0,1.0
[-0.36535441  0.00395681 -0.36104035  0.00431406 -0.35639772  0.00464263],1.0,1.0
[-0.35145717  0.00494055 -0.34625106  0.00520611 -0.34081319  0.00543787],1.0,1.0
[-0.33517853  0.00563466 -0.32938296  0.00579557 -0.32346298  0.00591998],1.0,1.0
[-0.31745545  0.00600753 -0.3113973   0.00605814 -0.30532534  0.00607197],1.0,1.0
[-0.29927591  0.00604943 -0.29328476  0.00599115 -0.28738676  0.00589799],0.81413084,1.0
[-0.28189457  0.00549219 -0.27683923  0.00505534 -0.27224893  0.0045903 ],0.9063866,1.0
[-0.26801053  0.00423839 -0.26414709  0.00386345 -0.26067933  0.00346776],0.7558791,1.0
[-0.25785145  0.00282788 -0.25567833  0.00217312 -0.25417133  0.00150701],0.6479609,1.0
"[-2.53500133e-01  6.71193805e-04 -2.53668226e-01 -1.68092802e-04
 -2.54674736e-01 -1.00651020e-03]",0.92014444,1.0
[-0.25610617 -0.00143144 -0.2579551  -0.00184892 -0.26021184 -0.00225674],0.718852,1.0
[-0.26316647 -0.00295463 -0.26680332 -0.00363685 -0.27110293 -0.00429961],0.8559966,1.0
[-0.27583629 -0.00473336 -0.28097743 -0.00514114 -0.28649777 -0.00552034],1.0,1.0
[-0.29215016 -0.00565239 -0.29790226 -0.0057521  -0.30372068 -0.00581842],1.0,1.0
