State,Action,Action wo Noise
[-0.5676401  0.        -0.5676401  0.        -0.5676401  0.       ],-0.9529397,-0.9625062
[-0.56874016 -0.00110006 -0.5709321  -0.00219194 -0.57419965 -0.00326754],-0.9792778,-0.98998517
[-0.57855806 -0.00435841 -0.58397506 -0.005417   -0.59041062 -0.00643556],-1.0,-0.9973362
[-0.59784844 -0.00743782 -0.60623399 -0.00838554 -0.6155061  -0.00927211],-1.0,-0.9984146
[-0.6255976  -0.0100915  -0.636436   -0.0108384  -0.64794419 -0.01150819],-1.0,-0.9979612
[-0.66004126 -0.01209708 -0.67264336 -0.01260209 -0.68566449 -0.01302114],-1.0,-0.9955266
[-0.69901746 -0.01335297 -0.71261468 -0.01359722 -0.72636905 -0.01375436],-1.0,-0.9824132
[-0.7401947  -0.01382566 -0.75400781 -0.01381311 -0.76772722 -0.0137194 ],-0.91427255,-0.8811134
[-0.78114642 -0.0134192  -0.79419195 -0.01304553 -0.80679511 -0.01260316],-0.14189664,-0.12877858
[-0.81773359 -0.01093848 -0.82695425 -0.00922066 -0.83441388 -0.00745964],0.930286,0.94708216
"[-8.38470396e-01 -4.05651117e-03 -8.39105800e-01 -6.35403987e-04
 -8.36317307e-01  2.78849238e-03]",0.9875119,0.9997096
[-0.83003137  0.00628593 -0.82027623  0.00975514 -0.8070971   0.01317914],1.0,0.99999666
[-0.79053894  0.01655816 -0.77068597  0.01985297 -0.74764494  0.02304102],1.0,0.99999976
[-0.72154727  0.02609767 -0.69255071  0.02899655 -0.66084058  0.03171013],1.0,1.0
[-0.62662997  0.03421061 -0.59015888  0.0364711  -0.55169189  0.03846699],1.0,1.0
[-0.51151445  0.04017744 -0.46992763  0.04158682 -0.4272416   0.04268603],1.0,0.99999976
[-0.38376823  0.04347337 -0.3398131   0.04395513 -0.29566757  0.04414552],1.0,0.9999995
[-0.2516014   0.04406618 -0.20785624  0.04374516 -0.16464057  0.04321566],1.0,0.99999976
[-0.12212611  0.04251446 -0.08044573  0.04168038 -0.03969289  0.04075284],1.0,1.0
"[7.76486583e-05 3.97705400e-02 3.88481887e-02 3.87705400e-02
 7.66356878e-02 3.77874991e-02]",1.0,1.0
[0.11348897 0.03685328 0.14948575 0.03599678 0.18472974 0.03524399],1.0,1.0
[0.21934791 0.03461817 0.25348811 0.0341402  0.28731702 0.03382891],1.0,1.0
[0.32101853 0.03370151 0.35479251 0.03377398 0.38885386 0.03406136],0.9676212,1.0
