State,Action,Action wo Noise
[-0.4010453  0.        -0.4010453  0.        -0.4010453  0.       ],-1.0,-1.0
[-0.40344389 -0.00239858 -0.40822424 -0.00478036 -0.41535273 -0.00712849],-1.0,-1.0
[-0.42477887 -0.00942614 -0.43643536 -0.01165648 -0.45023814 -0.01380278],-1.0,-1.0
[-0.4660867  -0.01584856 -0.48386446 -0.01777776 -0.50343952 -0.01957506],-1.0,-1.0
[-0.52466569 -0.02122617 -0.54738385 -0.02271816 -0.57142378 -0.02403993],-1.0,-1.0
[-0.59660625 -0.02518247 -0.62274553 -0.02613928 -0.64965212 -0.0269066 ],-1.0,-1.0
[-0.67713569 -0.02748357 -0.70500802 -0.02787233 -0.73308595 -0.02807794],-0.9999996,-0.9999996
[-0.76119414 -0.02810818 -0.78916746 -0.02797332 -0.81685314 -0.02768568],-0.9968911,-0.9968911
[-0.84410768 -0.02725454 -0.8708074  -0.02669972 -0.89684438 -0.02603699],0.93297815,0.93297815
[-0.91923194 -0.02238756 -0.937902   -0.01867006 -0.95280577 -0.01490378],0.99999976,0.99999976
[-0.96380912 -0.01100335 -0.97089029 -0.00708117 -0.97403668 -0.00314639],1.0,1.0
"[-9.73243039e-01  7.93637032e-04 -9.68510679e-01  4.73235972e-03
 -9.59847652e-01  8.66302682e-03]",1.0,1.0
[-0.94726997  0.01257768 -0.93080379  0.01646618 -0.91048848  0.02031531],1.0,1.0
[-0.88638049  0.02410799 -0.85855785  0.02782264 -0.82712497  0.03143288],1.0,1.0
[-0.79221744  0.03490753 -0.75400636  0.03821109 -0.71270157  0.04130479],1.0,1.0
[-0.66855337  0.0441482  -0.62185196  0.04670141 -0.57292427  0.04892769],1.0,1.0
[-0.52212799  0.05079628 -0.46984274  0.05228525 -0.41645892  0.05338382],1.0,1.0
[-0.36236488  0.05409404 -0.30793349  0.05443139 -0.25350908  0.05442441],1.0,1.0
[-0.19939585  0.05411323 -0.14584851  0.05354734 -0.09306566  0.05278285],1.0,1.0
[-0.04118601  0.05187966  0.00971271  0.05089872  0.05961249  0.04989978],1.0,1.0
[0.10855213 0.04893965 0.15662318 0.04807105 0.20396516 0.04734198],1.0,1.0
[0.25076074 0.04679558 0.29723098 0.04647025 0.34363099 0.04640001],1.0,1.0
