State,Action,Action wo Noise
[-0.41297019  0.         -0.41297019  0.         -0.41297019  0.        ],-0.99999404,-0.99999404
[-0.41528475 -0.00231456 -0.41989743 -0.00461268 -0.42677538 -0.00687795],-0.9999997,-0.9999997
[-0.43586934 -0.00909396 -0.44711369 -0.01124436 -0.46042666 -0.01331297],-1.0,-1.0
[-0.4757106  -0.01528393 -0.49285246 -0.01714186 -0.51172459 -0.01887213],-1.0,-1.0
[-0.53218576 -0.02046117 -0.55408253 -0.02189677 -0.57725099 -0.02316846],-1.0,-1.0
[-0.6015188  -0.02426781 -0.62670751 -0.02518871 -0.65263518 -0.02592767],-1.0,-1.0
[-0.67911907 -0.02648389 -0.70597842 -0.02685935 -0.73303715 -0.02705873],-0.99999887,-0.99999887
[-0.76012642 -0.02708927 -0.7870869  -0.02696048 -0.81377068 -0.02668378],-0.9994921,-0.9994921
[-0.84004204 -0.02627136 -0.86578007 -0.02573804 -0.89087856 -0.02509849],-0.5799023,-0.5799023
[-0.9146168  -0.02373824 -0.93692005 -0.02230325 -0.95772872 -0.02080867],0.9972156,0.9972156
[-0.97463108 -0.01690236 -0.98759662 -0.01296555 -0.9966062  -0.00900958],0.99999976,0.99999976
[-1.00164452 -0.00503832 -1.00270615 -0.00106163 -0.99979001  0.00291614],1.0,1.0
[-0.99289912  0.0068909  -0.98204132  0.0108578  -0.96723112  0.01481019],1.0,1.0
[-0.94849253  0.0187386  -0.92586274  0.02262979 -0.89939675  0.02646599],1.0,1.0
[-0.86917252  0.03022423 -0.83529644  0.03387608 -0.79790873  0.03738772],1.0,1.0
[-0.75718816  0.04072057 -0.71335558  0.04383258 -0.66667545  0.04668013],1.0,1.0
[-0.6174549   0.04922055 -0.56603969  0.05141521 -0.51280703  0.05323266],1.0,1.0
[-0.4581553   0.05465173 -0.40249125  0.05566405 -0.34621565  0.0562756 ],1.0,1.0
[-0.28970852  0.05650713 -0.23331512  0.0563934  -0.17733392  0.0559812 ],1.0,1.0
[-0.1220072   0.05532672 -0.06751488  0.05449232 -0.01397145  0.05354343],1.0,1.0
[0.03857417 0.05254562 0.09013652 0.05156234 0.14078971 0.05065319],1.0,1.0
[0.1906626  0.04987289 0.23993342 0.04927082 0.2888244  0.04889098],1.0,1.0
[0.33759658 0.04877218 0.38654502 0.04894844 0.43599428 0.04944926],1.0,1.0
