State,Action,Action wo Noise
[-0.54417683  0.         -0.54417683  0.         -0.54417683  0.        ],-0.99992484,-0.99992484
[-0.54552247 -0.00134565 -0.5482037  -0.00268123 -0.55220045 -0.00399675],-0.999985,-0.999985
[-0.55748292 -0.00528247 -0.56401168 -0.00652876 -0.57173806 -0.00772638],-0.99999565,-0.99999565
[-0.58060464 -0.00886658 -0.59054576 -0.00994111 -0.60148813 -0.01094237],-0.9999941,-0.9999941
[-0.61335163 -0.0118635  -0.62605007 -0.01269844 -0.63949216 -0.01344209],-0.9999665,-0.9999665
[-0.65358241 -0.01409025 -0.66822225 -0.01463984 -0.68331108 -0.01508883],-0.9992881,-0.9992881
[-0.6987463  -0.01543522 -0.71442647 -0.01568017 -0.73025126 -0.0158248 ],-0.95779586,-0.95779586
[-0.74606025 -0.01580899 -0.7617586  -0.01569835 -0.77725558 -0.01549698],0.5491533,0.5491533
[-0.79020477 -0.01294919 -0.80053716 -0.01033239 -0.80819961 -0.00766245],0.9998226,0.9998226
[-0.81247787 -0.00427826 -0.813351   -0.00087313 -0.81081478  0.00253622],1.0,1.0
[-0.80488126  0.00593352 -0.79557973  0.00930153 -0.78295727  0.01262246],1.0,1.0
[-0.76708004  0.01587723 -0.7480348   0.01904524 -0.72593063  0.02210417],1.0,1.0
[-0.70090045  0.02503018 -0.67310233  0.02779812 -0.64272015  0.03038218],1.0,1.0
[-0.60996345  0.0327567  -0.57506625  0.03489721 -0.53828456  0.03678168],1.0,1.0
[-0.49989277  0.03839179 -0.46017863  0.03971414 -0.41943727  0.04074136],1.0,1.0
[-0.37796447  0.0414728  -0.33604952  0.04191496 -0.29396812  0.04208139],1.0,1.0
[-0.25197594  0.04199219 -0.21030284  0.0416731  -0.16914848  0.04115437],1.0,1.0
[-0.12867908  0.04046939 -0.08902571  0.03965337 -0.0502837   0.03874201],1.0,1.0
[-0.0125133   0.0377704   0.02425886  0.03677216  0.06003764  0.03577878],1.0,1.0
[0.09485686 0.03481922 0.12877662 0.03391976 0.16188064 0.03310402],1.0,1.0
[0.19427372 0.03239308 0.22607952 0.0318058  0.25743861 0.0313591 ],1.0,1.0
[0.28850697 0.03106836 0.31945472 0.03094775 0.35046532 0.0310106 ],1.0,1.0
[0.38173502 0.0312697  0.41347257 0.03173755 0.44589912 0.03242655],1.0,1.0
