State,Action,Action wo Noise
[-0.42847153  0.         -0.42847153  0.         -0.42847153  0.        ],1.0,0.99998903
[-0.42767534  0.00079619 -0.42608869  0.00158665 -0.42372298  0.00236571],1.0,0.9999926
[-0.42059517  0.0031278  -0.41672766  0.00386751 -0.41214802  0.00457964],1.0,0.99999547
[-0.40688877  0.00525925 -0.40098708  0.0059017  -0.39448437  0.00650271],1.0,0.99999714
[-0.38742599  0.00705838 -0.37986073  0.00756526 -0.37184041  0.00802032],0.84818876,0.99999785
[-0.36364708  0.00819333 -0.35533559  0.00831149 -0.34696088  0.00837471],0.95478857,0.9999981
[-0.33841763  0.00854325 -0.32976071  0.00865692 -0.32104484  0.00871588],1.0,0.9999981
[-0.31225633  0.0087885  -0.30344881  0.00880752 -0.29467498  0.00877384],0.79152447,0.9999981
[-0.28629896  0.00837601 -0.27836884  0.00793012 -0.27092919  0.00743966],0.8197617,0.9999974
[-0.26397858  0.00695061 -0.2575545   0.00642408 -0.25169091  0.00586359],1.0,0.9999962
[-0.24614788  0.00554303 -0.24095364  0.00519424 -0.23613419  0.00481945],1.0,0.99999475
[-0.23171324  0.00442094 -0.22771221  0.00400103 -0.22415017  0.00356204],1.0,0.99999285
[-0.22104387  0.0031063  -0.21840774  0.00263613 -0.2162539   0.00215385],1.0,0.99998975
[-0.21459213  0.00166177 -0.21342995  0.00116218 -0.21277258  0.00065737],1.0,0.9999852
"[-2.12622956e-01  1.49624158e-04 -2.12981748e-01 -3.58792438e-04
 -2.13847354e-01 -8.65605455e-04]",1.0,0.99997854
[-0.21521589 -0.00136854 -0.21708121 -0.00186532 -0.21943485 -0.00235364],1.0,0.99996877
[-0.22226607 -0.00283122 -0.2255618  -0.00329573 -0.22930667 -0.00374486],1.0,0.99995637
[-0.23348295 -0.00417629 -0.23807062 -0.00458767 -0.24304732 -0.00497669],1.0,0.99994135
[-0.24838837 -0.00534106 -0.25406687 -0.0056785  -0.26005367 -0.00598679],1.0,0.99992657
[-0.26631746 -0.00626379 -0.2728249  -0.00650744 -0.27954068 -0.00671578],1.0,0.99991536
[-0.28642768 -0.006887   -0.29344713 -0.00701945 -0.3005588  -0.00711167],1.0,0.9999118
[-0.30772121 -0.00716241 -0.31489187 -0.00717066 -0.32202754 -0.00713568],1.0,0.99991703
[-0.32908453 -0.00705699 -0.33601899 -0.00693445 -0.3427872  -0.00676821],1.0,0.99992895
[-0.34934597 -0.00655877 -0.35565292 -0.00630695 -0.36166685 -0.00601393],1.0,0.9999442
[-0.36734805 -0.00568121 -0.37265869 -0.00531064 -0.37756309 -0.0049044 ],0.9822667,0.99995875
[-0.38205465 -0.00449156 -0.38610278 -0.00404813 -0.38967973 -0.00357695],1.0,0.9999709
[-0.39273427 -0.00305454 -0.39524528 -0.00251101 -0.39719533 -0.00195004],1.0,0.9999802
"[-3.98570840e-01 -1.37551257e-03 -3.99362228e-01 -7.91388851e-04
 -3.99563968e-01 -2.01739787e-04]",0.87329,0.9999871
"[-3.99364715e-01  1.99253615e-04 -3.98765859e-01  5.98855049e-04
 -3.97771585e-01  9.94274891e-04]",0.8479085,0.9999907
[-0.3964269   0.00134469 -0.39474117  0.00168573 -0.39272612  0.00201505],1.0,0.9999926
[-0.39016759  0.00255853 -0.38708328  0.00308431 -0.38349445  0.00358883],0.87980264,0.99999475
[-0.37960604  0.00388841 -0.37544459  0.00416145 -0.37103837  0.00440622],1.0,0.9999957
[-0.36623682  0.00480155 -0.36107214  0.00516468 -0.35557868  0.00549346],1.0,0.9999964
[-0.34979268  0.005786   -0.34375195  0.00604072 -0.33749558  0.00625637],0.9822038,0.99999714
[-0.33109029  0.00640529 -0.32457658  0.00651372 -0.3179951   0.00658147],0.85721433,0.99999714
[-0.3115739   0.0064212  -0.30535198  0.00622192 -0.29936662  0.00598536],0.97448957,0.9999969
[-0.29347727  0.00588935 -0.28771824  0.00575904 -0.28212257  0.00559566],1.0,0.9999964
[-0.27668368  0.00543889 -0.27143188  0.0052518  -0.26639603  0.00503585],1.0,0.9999957
[-0.26160341  0.00479262 -0.25707959  0.00452382 -0.25284839  0.0042312 ],0.7310799,0.99999475
[-0.24933516  0.00351323 -0.24655794  0.00277723 -0.24453081  0.00202713],0.49930996,0.9999919
"[-2.43611654e-01  9.19156524e-04 -2.43805076e-01 -1.93421871e-04
 -2.45110107e-01 -1.30503165e-03]",0.29333124,0.99998283
[-0.24782917 -0.00271906 -0.25194851 -0.00411934 -0.25744708 -0.00549857],-0.036521647,0.99995613
[-0.26479114 -0.00734405 -0.2739418  -0.00915067 -0.28484947 -0.01090766],0.32010755,0.9998572
[-0.29691837 -0.0120689  -0.31007917 -0.0131608  -0.32425392 -0.01417475],0.5478184,0.9996705
[-0.33901449 -0.01476057 -0.35426803 -0.01525355 -0.36991592 -0.01564788],0.92238086,0.99955094
[-0.38529244 -0.01537653 -0.40029319 -0.01500075 -0.41481421 -0.01452102],0.8919823,0.9996686
[-0.42879874 -0.01398452 -0.44214674 -0.01334801 -0.4547616  -0.01261486],1.0,0.9998214
[-0.46638908 -0.01162748 -0.47694353 -0.01055445 -0.48634675 -0.00940322],1.0,0.9999244
[-0.49452878 -0.00818203 -0.50142856 -0.00689978 -0.50699449 -0.00556593],1.0,0.9999721
[-0.5111849  -0.00419041 -0.5139684  -0.0027835  -0.51532411 -0.00135571],1.0,0.99999
