State,Action,Action wo Noise
[-0.55105111  0.         -0.55105111  0.         -0.55105111  0.        ],0.9999893,0.9999893
[-0.54934546  0.00170564 -0.54594693  0.00339854 -0.54088092  0.00506601],0.99999475,0.99999475
[-0.53418537  0.00669556 -0.52591043  0.00827493 -0.51611817  0.00979226],0.99999785,0.99999785
[-0.50488201  0.01123616 -0.49228615  0.01259585 -0.4784248   0.01386135],0.99999905,0.99999905
[-0.46340122  0.01502358 -0.44732667  0.01607455 -0.43031919  0.01700749],0.9999993,0.9999993
[-0.4125022   0.01781698 -0.3940031   0.0184991  -0.37495167  0.01905143],0.9999995,0.9999995
[-0.35547851  0.01947316 -0.33571347  0.01976504 -0.31578413  0.01992934],0.9999995,0.9999995
[-0.29581438  0.01996975 -0.27592311  0.01989126 -0.25622316  0.01969996],0.9999993,0.9999993
[-0.23682029  0.01940287 -0.21781257  0.01900771 -0.19928986  0.01852272],0.99999905,0.99999905
[-0.18133349  0.01795637 -0.16401623  0.01731726 -0.14740239  0.01661384],0.9999981,0.9999981
[-0.13154807  0.01585431 -0.1165016   0.01504648 -0.10230398  0.01419762],0.99999595,0.99999595
[-0.08898954  0.01331443 -0.07658655  0.01240299 -0.06511787  0.01146868],0.9999914,0.9999914
[-0.05460165  0.01051622 -0.04505198  0.00954967 -0.03647952  0.00857246],0.9999809,0.9999809
[-0.02889213  0.00758739 -0.02229539  0.00659674 -0.01669308  0.00560231],0.99995756,0.99995756
[-0.0120877   0.00460538 -0.00848075  0.00360696 -0.00587305  0.0026077 ],0.9999068,0.9999068
[-0.0042651   0.00160795 -0.00365708  0.00060801 -0.00404906 -0.00039198],0.99980044,0.99980044
[-0.00544115 -0.00139209 -0.0078332  -0.00239206 -0.01122487 -0.00339167],0.999586,0.999586
[-0.01561574 -0.00439087 -0.02100449 -0.00538875 -0.02738889 -0.00638441],0.9991673,0.9991673
[-0.03476611 -0.00737722 -0.043131   -0.00836488 -0.05247623 -0.00934523],0.99838793,0.99838793
[-0.06279297 -0.01031674 -0.0740679  -0.01127493 -0.08628378 -0.01221588],0.9970466,0.9970466
[-0.0994208  -0.01313702 -0.11345188 -0.01403107 -0.12834397 -0.01489209],0.99502635,0.99502635
[-0.14406049 -0.01571652 -0.16055461 -0.01649412 -0.17777175 -0.01721714],0.99260616,0.99260616
[-0.1956528  -0.01788105 -0.21412651 -0.01847371 -0.23311299 -0.01898648],0.9908453,0.9908453
[-0.25252638 -0.01941338 -0.27226975 -0.01974337 -0.29223823 -0.01996848],0.99101543,0.99101543
[-0.31231938 -0.02008116 -0.33239462 -0.02007524 -0.35234001 -0.01994539],0.9932153,0.9932153
[-0.37202425 -0.01968424 -0.3913167  -0.01929245 -0.41008561 -0.01876891],0.9960928,0.9960928
[-0.42819536 -0.01810976 -0.44551678 -0.01732141 -0.46192433 -0.01640755],0.99824774,0.99824774
[-0.47729443 -0.0153701  -0.49151333 -0.0142189  -0.50447512 -0.01296179],0.9993553,0.9993553
[-0.51608123 -0.01160611 -0.52624469 -0.01016345 -0.53488927 -0.00864458],0.9997902,0.9997902
[-0.5419495  -0.00706023 -0.54737248 -0.00542298 -0.55111762 -0.00374515],0.9999337,0.9999337
"[-5.53156714e-01 -2.03908882e-03 -5.53474508e-01 -3.17794106e-04
 -5.52068633e-01  1.40587460e-03]",0.9999783,0.9999783
[-0.54894953  0.00311911 -0.54414051  0.00480902 -0.53767755  0.00646295],0.99999213,0.99999213
[-0.52960905  0.0080685  -0.51999548  0.00961356 -0.50890896  0.01108653],0.99999666,0.99999666
[-0.49643257  0.01247639 -0.48265971  0.01377286 -0.46769313  0.01496658],0.99999833,0.99999833
[-0.45164388  0.01604925 -0.43463011  0.01701377 -0.41677571  0.0178544 ],0.99999905,0.99999905
[-0.39820885  0.01856686 -0.37906039  0.01914846 -0.35946231  0.01959807],0.9999993,0.9999993
[-0.33954612  0.0199162  -0.31944124  0.02010488 -0.29927359  0.02016765],0.9999993,0.9999993
[-0.27916423  0.02010936 -0.25922819  0.01993604 -0.2395735   0.01965469],0.99999905,0.99999905
[-0.22030044  0.01927306 -0.20150097  0.01879946 -0.18325847  0.0182425 ],0.99999857,0.99999857
[-0.16564758  0.01761089 -0.14873429  0.01691328 -0.13257625  0.01615805],0.9999974,0.9999974
[-0.11722306  0.01535319 -0.10271687  0.01450619 -0.08909293  0.01362394],0.99999475,0.99999475
[-0.07638023  0.0127127  -0.06460219  0.01177804 -0.05377736  0.01082483],0.99998903,0.99998903
[-0.04392007  0.00985728 -0.03504114  0.00887894 -0.02714842  0.00789272],0.99997663,0.99997663
[-0.02024744  0.00690097 -0.0143419   0.00590555 -0.00943407  0.00490783],0.99994946,0.99994946
[-0.00552532  0.00390875 -0.0026163   0.00290902 -0.00070728  0.00190902],0.9998913,0.9998913
"[ 2.01587512e-04  9.08863533e-04  1.10288423e-04 -9.12990885e-05
 -9.81173607e-04 -1.09146203e-03]",0.9997697,0.9997697
[-0.00307297 -0.0020918  -0.00616501 -0.00309204 -0.01025696 -0.00409195],0.9995214,0.9995214
[-0.01534845 -0.00509149 -0.021438   -0.00608956 -0.02852311 -0.00708511],0.9990237,0.9990237
[-0.03660053 -0.00807742 -0.04566437 -0.00906383 -0.05570624 -0.01004187],0.99806046,0.99806046
[-0.0667162  -0.01100995 -0.07867915 -0.01196296 -0.0915757  -0.01289655],0.9963294,0.9963294
[-0.105384   -0.0138083  -0.1200739  -0.0146899  -0.13560886 -0.01553496],0.9935862,0.9935862
[-0.15194939 -0.01634053 -0.16904426 -0.01709487 -0.1868341  -0.01778984],0.9901465,0.9901465
[-0.20525619 -0.01842209 -0.22423389 -0.0189777  -0.24368172 -0.01944783],0.9874804,0.9874804
[-0.26350952 -0.0198278  -0.28361478 -0.02010526 -0.30388719 -0.02027241],0.9875604,0.9875604
[-0.32420934 -0.02032215 -0.34445797 -0.02024863 -0.36450507 -0.0200471 ],0.9906119,0.9906119
[-0.38421467 -0.0197096  -0.40345353 -0.01923886 -0.42208818 -0.01863465],0.9946748,0.9946748
[-0.43998043 -0.01789225 -0.45700125 -0.01702082 -0.47302623 -0.01602497],0.997666,0.997666
[-0.48793254 -0.01490632 -0.50160935 -0.0136768  -0.51395445 -0.01234511],0.99916446,0.99916446
[-0.52487314 -0.01091868 -0.53428351 -0.00941038 -0.54211502 -0.00783151],0.9997368,0.9997368
[-0.54830813 -0.0061931  -0.55281647 -0.00450835 -0.55560636 -0.00278989],0.9999206,0.9999206
[-0.55665668 -0.00105032 -0.5559596   0.00069709 -0.5535203   0.00243929],0.9999752,0.9999752
[-0.54935693  0.00416337 -0.54350061  0.00585632 -0.53599515  0.00750546],0.9999914,0.9999914
