State,Action,Action wo Noise
[-0.53810792  0.         -0.53810792  0.         -0.53810792  0.        ],-0.9986035,-0.9986035
[-0.53949704 -0.00138912 -0.54226488 -0.00276783 -0.54639069 -0.00412582],-0.9996789,-0.9996789
[-0.55184522 -0.00545453 -0.55858768 -0.00674245 -0.56656771 -0.00798004],-0.9998964,-0.9998964
[-0.57572622 -0.00915851 -0.5859952  -0.01026899 -0.59729879 -0.01130359],-0.99989283,-0.99989283
[-0.60955396 -0.01225517 -0.62267142 -0.01311746 -0.63655657 -0.01388515],-0.9996234,-0.9996234
[-0.65111009 -0.01455352 -0.66622987 -0.01511978 -0.68181169 -0.01558182],-0.9954868,-0.9954868
[-0.6977442  -0.01593251 -0.71392246 -0.01617826 -0.73024283 -0.01632037],-0.8634082,-0.8634082
[-0.74640586 -0.01616303 -0.76231463 -0.01590877 -0.7778773  -0.01556268],0.68958735,0.68958735
[-0.79067816 -0.01280086 -0.8006491  -0.00997093 -0.80773888 -0.00708978],0.99967766,0.99967766
"[-8.11446957e-01 -3.70807725e-03 -8.11755141e-01 -3.08184789e-04
 -8.08661933e-01  3.09320868e-03]",0.9999995,0.9999995
[-0.80218199  0.00647995 -0.79234754  0.00983444 -0.77920886  0.01313868],1.0,1.0
[-0.76283555  0.01637332 -0.74331807  0.01951747 -0.72076947  0.0225486 ],1.0,1.0
[-0.69532683  0.02544264 -0.66715245  0.02817438 -0.63643439  0.03071806],1.0,1.0
[-0.60338613  0.03304826 -0.56824517  0.03514096 -0.53127036  0.03697481],1.0,1.0
[-0.49273801  0.03853234 -0.45293679  0.03980122 -0.41216158  0.04077521],1.0,1.0
[-0.37070666  0.04145492 -0.32885865  0.04184801 -0.28688951  0.04196914],1.0,1.0
[-0.2450502   0.04183931 -0.20356521  0.04148499 -0.16262834  0.04093687],1.0,1.0
[-0.12239979  0.04022855 -0.08300459  0.03939521 -0.04453227  0.03847232],1.0,1.0
[-0.00703767  0.0374946   0.02945748  0.03649515  0.06496239  0.03550491],1.0,1.0
[0.09951462 0.03455223 0.13317744 0.03366282 0.16603716 0.03285971],1.0,1.0
[0.19820065 0.0321635  0.22979322 0.03159257 0.26095669 0.03116347],1.0,1.0
[0.29184792 0.03089124 0.32263771 0.03078979 0.35350995 0.03087224],1.0,1.0
[0.38466116 0.03115121 0.41630026 0.03163909 0.44864843 0.03234818],1.0,1.0
