State,Action,Action wo Noise
[-0.5055721  0.        -0.5055721  0.        -0.5055721  0.       ],-0.99996126,-0.99996126
[-0.50720718 -0.00163508 -0.51046508 -0.00325791 -0.51532141 -0.00485632],-0.9999927,-0.9999927
[-0.52173979 -0.00641839 -0.52967211 -0.00793232 -0.53905887 -0.00938676],-0.9999981,-0.9999981
[-0.54982972 -0.01077085 -0.56190404 -0.01207432 -0.57519169 -0.01328766],-0.999998,-0.999998
[-0.58959394 -0.01440225 -0.60500445 -0.01541051 -0.62131047 -0.01630602],-0.99998975,-0.99998975
[-0.63839408 -0.01708361 -0.65613363 -0.01773955 -0.67440514 -0.01827151],-0.99978346,-0.99978346
[-0.69308346 -0.01867833 -0.7120444  -0.01896093 -0.73116575 -0.01912136],-0.98493874,-0.98493874
[-0.75030644 -0.01914069 -0.76935232 -0.01904587 -0.78819494 -0.01884263],0.1984911,0.1984911
[-0.80495729 -0.01676235 -0.81955352 -0.01459622 -0.83191269 -0.01235917],0.99922717,0.99922717
[-0.84077655 -0.00886387 -0.84610581 -0.00532926 -0.84787753 -0.00177171],0.99999976,0.99999976
[-0.84608303  0.0017945  -0.84072992  0.00535311 -0.83184125  0.00888867],1.0,1.0
[-0.81945644  0.01238481 -0.80363278  0.01582367 -0.78444733  0.01918544],1.0,1.0
[-0.76199917  0.02244816 -0.73641159  0.02558758 -0.70783415  0.02857744],1.0,1.0
[-0.67644423  0.03138992 -0.64244771  0.03399651 -0.6060786   0.03636911],1.0,1.0
[-0.56759719  0.03848142 -0.52728674  0.04031045 -0.48544863  0.04183811],1.0,1.0
[-0.44239602  0.04305261 -0.39844643  0.04394959 -0.35391359  0.04453285],1.0,1.0
[-0.30909912  0.04481446 -0.26428465  0.04481447 -0.21972472  0.04455993],1.0,1.0
[-0.17564104  0.04408369 -0.13221825  0.04342279 -0.08960136  0.04261689],1.0,1.0
[-0.04789469  0.04170667 -0.00716226  0.04073243  0.03257075  0.03973301],1.0,1.0
[0.07131569 0.03874493 0.10911762 0.03780193 0.14605231 0.03693469],1.0,1.0
[0.18222316 0.03617085 0.21775836 0.0355352  0.25280832 0.03504996],1.0,1.0
[0.28754348 0.03473516 0.32215253 0.03460905 0.35684104 0.03468851],1.0,1.0
