State,Action,Action wo Noise
[-0.40696114  0.         -0.40696114  0.         -0.40696114  0.        ],1.0,1.0
[-0.40631818  0.00064296 -0.40503679  0.00128139 -0.40312598  0.00191081],1.0,1.0
[-0.40059917  0.0025268  -0.39747407  0.0031251  -0.3937725   0.00370157],0.4395443,1.0
[-0.39036087  0.00341163 -0.38726282  0.00309806 -0.38449969  0.00276312],0.19808267,1.0
[-0.38245267  0.00204702 -0.38113577  0.0013169  -0.38055799  0.00057778],0.5272815,1.0
"[-3.80229466e-01  3.28523941e-04 -3.80152442e-01  7.70239675e-05
 -3.80327443e-01 -1.75001044e-04]",0.9775218,1.0
"[-3.80077916e-01  2.49527310e-04 -3.79405561e-01  6.72354722e-04
 -3.78314959e-01  1.09060184e-03]",1.0,1.0
[-0.37677981  0.00153515 -0.37481055  0.00196926 -0.37242051  0.00239004],0.9202418,1.0
[-0.36974547  0.00267504 -0.36680343  0.00294204 -0.36361411  0.00318933],0.96246064,1.0
[-0.36013544  0.00347867 -0.3563905   0.00374494 -0.352404    0.0039865 ],0.77076894,1.0
[-0.3484896   0.0039144  -0.34467279  0.00381681 -0.34097825  0.00369454],0.88488567,1.0
[-0.33725854  0.00371971 -0.3335374   0.00372115 -0.32983839  0.00369901],1.0,1.0
[-0.32601212  0.00382627 -0.32208247  0.00392964 -0.31807381  0.00400866],1.0,1.0
[-0.31401076  0.00406305 -0.30991807  0.00409269 -0.30582046  0.00409761],1.0,1.0
[-0.30174244  0.00407802 -0.29770819  0.00403425 -0.2937414   0.0039668 ],0.7697246,1.0
[-0.29021053  0.00353087 -0.28713594  0.00307459 -0.28453518  0.00260076],1.0,1.0
[-0.2820776   0.00245758 -0.27977704  0.00230056 -0.27764639  0.00213066],1.0,0.99999976
[-0.27569749  0.0019489  -0.27394114  0.00175635 -0.272387    0.00155413],1.0,0.99999976
[-0.27104361  0.0013434  -0.26991828  0.00112533 -0.26901714  0.00090114],1.0,0.99999976
"[-2.68345073e-01  6.72062097e-04 -2.67905726e-01  4.39347481e-04
 -2.67701467e-01  2.04259076e-04]",1.0,0.99999976
"[-2.67733399e-01 -3.19319112e-05 -2.68001349e-01 -2.67950574e-04
 -2.68503872e-01 -5.02522584e-04]",1.0,0.99999976
[-0.26923825 -0.00073438 -0.27020051 -0.00096226 -0.27138542 -0.00118491],0.74168664,0.99999976
[-0.27317401 -0.00178859 -0.2755565  -0.00238249 -0.27851978 -0.00296328],0.72433543,0.9999995
[-0.28207347 -0.00355368 -0.28619769 -0.00412423 -0.29086917 -0.00467148],1.0,0.9999995
[-0.29564773 -0.00477856 -0.30050575 -0.00485802 -0.30541483 -0.00490907],1.0,0.9999995
[-0.31034591 -0.00493108 -0.31526949 -0.00492359 -0.3201558  -0.00488631],0.99782664,0.9999995
[-0.32497821 -0.00482241 -0.32970693 -0.00472872 -0.33431248 -0.00460554],0.90557957,0.9999995
[-0.33890422 -0.00459175 -0.34345301 -0.00454879 -0.3479297  -0.0044767 ],0.69996446,0.99999976
[-0.35261383 -0.00468412 -0.35747488 -0.00486106 -0.36248099 -0.0050061 ],0.8982644,0.99999976
[-0.36730157 -0.00482058 -0.3719045  -0.00460293 -0.37625888 -0.00435438],0.9076346,0.99999976
[-0.38032122 -0.00406234 -0.3840639  -0.00374268 -0.38746135 -0.00339745],0.8256108,0.99999976
[-0.39061326 -0.00315191 -0.3934979  -0.00288464 -0.39609529 -0.00259739],1.0,0.99999976
[-0.39812581 -0.00203052 -0.39957531 -0.0014495  -0.40043368 -0.00085836],1.0,1.0
"[-4.00694903e-01 -2.61225597e-04 -4.00357164e-01  3.37739561e-04
 -3.99422822e-01  9.34342375e-04]",1.0,1.0
[-0.39789841  0.00152441 -0.39579456  0.00210385 -0.39312593  0.00266863],1.0,1.0
[-0.38991105  0.00321488 -0.38617217  0.00373889 -0.38193503  0.00423714],1.0,1.0
[-0.37722867  0.00470636 -0.37208515  0.00514352 -0.36653926  0.00554589],1.0,1.0
[-0.36062821  0.00591105 -0.35439132  0.00623689 -0.34786968  0.00652164],0.67512184,1.0
[-0.34159312  0.00627656 -0.3356021   0.00599102 -0.3299348   0.0056673 ],0.6047829,1.0
[-0.32473246  0.00520234 -0.32002752  0.00470493 -0.31584904  0.00417848],0.90440285,1.0
[-0.31177315  0.00407589 -0.30782456  0.00394859 -0.304027    0.00379756],0.9237802,1.0
[-0.30037402  0.00365298 -0.29688719  0.00348682 -0.29358694  0.00330025],1.0,1.0
[-0.29037811  0.00320884 -0.28727916  0.00309894 -0.28430783  0.00297133],0.8982774,1.0
[-0.28163355  0.00267429 -0.27927136  0.00236219 -0.27723447  0.00203688],0.69625485,0.99999976
"[-2.75837253e-01  1.39722087e-03 -2.75087424e-01  7.49828593e-04
 -2.74989124e-01  9.83001412e-05]",0.8667502,0.99999976
[-0.27528715 -0.00029803 -0.27597986 -0.00069271 -0.27706344 -0.00108357],0.93078303,0.99999976
[-0.27843583 -0.00137239 -0.28008942 -0.00165359 -0.28201499 -0.00192557],1.0,0.99999976
[-0.28409794 -0.00208295 -0.28632653 -0.00222859 -0.28868815 -0.00236162],1.0,0.99999976
[-0.29116934 -0.00248119 -0.29375589 -0.00258655 -0.29643287 -0.00267698],1.0,0.99999976
[-0.29918474 -0.00275187 -0.30199542 -0.00281068 -0.30484838 -0.00285296],1.0,0.99999976
[-0.30772671 -0.00287833 -0.31061326 -0.00288655 -0.31349071 -0.00287745],1.0,0.99999976
[-0.31634167 -0.00285096 -0.31914882 -0.00280715 -0.321895   -0.00274618],1.0,0.99999976
[-0.32456331 -0.00266831 -0.32713725 -0.00257394 -0.32960082 -0.00246357],1.0,0.99999976
[-0.33193861 -0.00233779 -0.33413595 -0.00219734 -0.33617897 -0.00204302],1.0,0.99999976
[-0.33805475 -0.00187577 -0.33975134 -0.0016966  -0.34125794 -0.0015066 ],1.0,0.99999976
[-0.34256491 -0.00130697 -0.34366386 -0.00109895 -0.34454773 -0.00088387],0.9139776,0.99999976
[-0.34533987 -0.00079214 -0.34603516 -0.00069529 -0.34662912 -0.00059396],0.9468011,1.0
"[-3.47068671e-01 -4.39550491e-04 -3.47350969e-01 -2.82298351e-04
 -3.47474188e-01 -1.23218552e-04]",0.76544744,1.0
"[-3.47709559e-01 -2.35371259e-04 -3.48055558e-01 -3.45999102e-04
 -3.48509942e-01 -4.54384236e-04]",0.7791184,1.0
[-0.34904926 -0.00053932 -0.34967    -0.00062075 -0.35036815 -0.00069814],1.0,1.0
"[-3.50807819e-01 -4.39673798e-04 -3.50986162e-01 -1.78342361e-04
 -3.50902011e-01  8.41511004e-05]",1.0,1.0
"[-3.50555914e-01  3.46096215e-04 -3.49950127e-01  6.05786921e-04
 -3.49088593e-01  8.61534860e-04]",0.4383465,1.0
"[-3.48819390e-01  2.69202336e-04 -3.49144269e-01 -3.24878370e-04
 -3.50061118e-01 -9.16849237e-04]",0.7914598,1.0
[-0.35103431 -0.00097319 -0.3520575  -0.00102319 -0.35312402 -0.00106652],0.7891279,1.0
[-0.3542304  -0.00110638 -0.35536939 -0.00113899 -0.35653353 -0.00116414],1.0,1.0
"[-3.57398857e-01 -8.65324582e-04 -3.57959672e-01 -5.60815178e-04
 -3.58212282e-01 -2.52610053e-04]",1.0,1.0
"[-3.58155022e-01  5.72608535e-05 -3.57788267e-01  3.66754106e-04
 -3.57114438e-01  6.73829330e-04]",1.0,1.0
[-0.35613797  0.00097647 -0.35486529  0.00127268 -0.35330476  0.00156053],1.0,1.0
[-0.35146659  0.00183817 -0.3493628   0.00210379 -0.34700708  0.00235572],1.0,1.0
[-0.3444147   0.00259237 -0.34160242  0.00281229 -0.33858829  0.00301413],1.0,1.0
[-0.33539159  0.0031967  -0.33203263  0.00335896 -0.32853262  0.00350001],1.0,1.0
[-0.32491352  0.0036191  -0.32119789  0.00371564 -0.31740868  0.00378921],1.0,1.0
[-0.31356915  0.00383953 -0.30970266  0.00386649 -0.30583254  0.00387012],1.0,1.0
[-0.30198195  0.00385059 -0.29817371  0.00380824 -0.2944302   0.00374351],1.0,1.0
[-0.29077322  0.00365698 -0.28722387  0.00354935 -0.28380244  0.00342143],1.0,1.0
[-0.28052833  0.00327411 -0.27741992  0.00310841 -0.27449453  0.00292539],0.6837659,1.0
[-0.27224266  0.00225187 -0.27067667  0.00156599 -0.2698051   0.00087157],0.77731866,0.99999976
"[-2.69492350e-01  3.12746280e-04 -2.69740128e-01 -2.47777448e-04
 -2.70547085e-01 -8.06956687e-04]",1.0,0.99999976
[-0.27157481 -0.00102773 -0.27281771 -0.0012429  -0.27426899 -0.00145128],1.0,0.99999976
[-0.27592069 -0.00165169 -0.2777637  -0.00184301 -0.27978781 -0.00202412],1.0,0.99999976
[-0.28198177 -0.00219396 -0.28433329 -0.00235152 -0.28682913 -0.00249583],0.82096976,0.99999976
[-0.28972368 -0.00289455 -0.29300042 -0.00327675 -0.29664052 -0.00364009],1.0,0.9999995
[-0.30035429 -0.00371377 -0.30412001 -0.00376572 -0.30791543 -0.00379542],1.0,0.99999976
[-0.31171794 -0.00380251 -0.31550468 -0.00378674 -0.31925271 -0.00374803],1.0,0.99999976
[-0.32293913 -0.00368642 -0.32654124 -0.00360211 -0.33003668 -0.00349544],1.0,0.99999976
[-0.33340362 -0.00336694 -0.33662087 -0.00321725 -0.33966807 -0.00304719],1.0,0.99999976
[-0.34252579 -0.00285773 -0.34517576 -0.00264996 -0.34760091 -0.00242515],0.9005927,0.99999976
[-0.34993467 -0.00233376 -0.35216189 -0.00222722 -0.35426806 -0.00210617],0.66220975,0.99999976
[-0.35659698 -0.00232892 -0.35913335 -0.00253637 -0.36186045 -0.00272711],0.43033117,0.99999976
[-0.36510806 -0.00324761 -0.36885456 -0.0037465  -0.37307491 -0.00422035],0.68263847,0.99999976
[-0.37736226 -0.00428734 -0.38168757 -0.00432531 -0.3860214  -0.00433383],0.6897789,0.99999976
[-0.39032334 -0.00430194 -0.39456376 -0.00424042 -0.39871329 -0.00414953],0.99011135,0.99999976
[-0.40229253 -0.00357924 -0.40527645 -0.00298392 -0.4076441  -0.00236765],0.8327619,1.0
[-0.40961484 -0.00197074 -0.41117475 -0.00155991 -0.4123128  -0.00113805],0.7351621,1.0
"[-4.13167339e-01 -8.54535413e-04 -4.13732300e-01 -5.64960362e-04
 -4.14003677e-01 -2.71377352e-04]",0.73617065,1.0
"[-4.13978033e-01  2.56445536e-05 -4.13655548e-01  3.22484430e-04
 -4.13038513e-01  6.17035665e-04]",1.0,1.0
[-0.41173556  0.00130295 -0.40975592  0.00197964 -0.4071136   0.00264232],0.89923936,1.0
[-0.40397839  0.00313521 -0.40037234  0.00360605 -0.39632072  0.00405162],0.7874514,1.0
[-0.39201948  0.00430124 -0.38749848  0.004521   -0.38278893  0.00470955],1.0,1.0
[-0.37760432  0.00518461 -0.37198     0.00562432 -0.36595401  0.00602599],0.89227146,1.0
