State,Action,Action wo Noise
[-0.54560788  0.         -0.54560788  0.         -0.54560788  0.        ],0.44703305,0.9843452
[-0.54477239  0.0008355  -0.54310764  0.00166474 -0.54062612  0.00248153],0.5564339,0.9875095
[-0.53718229  0.00344383 -0.53280197  0.00438032 -0.52751798  0.00528399],0.70596117,0.9908718
[-0.52114565  0.00637233 -0.51373278  0.00741287 -0.50533495  0.00839783],1.0,0.9930098
[-0.49557404  0.00976092 -0.48452306  0.01105098 -0.47226448  0.01225858],1.0,0.9944744
[-0.45888938  0.01337509 -0.44449656  0.01439282 -0.42919146  0.0153051 ],0.9268837,0.99471354
[-0.41319466  0.0159968  -0.39662051  0.01657415 -0.3795855   0.01703501],0.9378813,0.9940772
[-0.36219048  0.01739502 -0.34455245  0.01763803 -0.32678679  0.01776566],0.672697,0.99209154
[-0.3094039   0.01738289 -0.29251012  0.01689377 -0.27620494  0.01630519],1.0,0.9871237
[-0.26008949  0.01611544 -0.24425086  0.01583863 -0.22877057  0.01548029],1.0,0.9795462
[-0.21372425  0.01504632 -0.19918141  0.01454283 -0.18520538  0.01397603],1.0,0.96698225
[-0.17185328  0.0133521  -0.15917623  0.01267705 -0.14721951  0.01195672],0.93821377,0.9444957
[-0.13611558  0.01110393 -0.12589877  0.0102168  -0.11659844  0.00930033],0.97576225,0.90519154
[-0.10818307  0.00841537 -0.10067354  0.00750953 -0.09408722  0.00658633],1.0,0.8452339
[-0.08840196  0.00568526 -0.0836293   0.00477266 -0.07977837  0.00385093],1.0,0.7609215
[-0.07685618  0.00292219 -0.07486783  0.00198835 -0.07381669  0.00105114],0.8653641,0.6485981
"[-7.39064508e-02 -8.97616525e-05 -7.51369683e-02 -1.23051752e-03
 -7.75061956e-02 -2.36922729e-03]",0.8901901,0.4900589
[-0.08097286 -0.00346666 -0.08553084 -0.00455798 -0.09117169 -0.00564085],0.7857035,0.29209316
[-0.09804104 -0.00686936 -0.10612449 -0.00808345 -0.11540375 -0.00927925],0.021758854,0.05887711
[-0.12700202 -0.01159828 -0.14088839 -0.01388637 -0.15702212 -0.01613373],-0.71767473,-0.31748122
[-0.17646007 -0.01943795 -0.19913234 -0.02267226 -0.22494812 -0.02581578],-0.34928894,-0.7100359
[-0.25323985 -0.02829173 -0.28386808 -0.03062823 -0.31666719 -0.03279911],-0.6278367,-0.86043215
[-0.35186226 -0.03519507 -0.38923087 -0.03736862 -0.42852193 -0.03929106],-0.8001401,-0.9110815
[-0.46971665 -0.04119472 -0.51251394 -0.04279729 -0.55659455 -0.04408062],-1.0,-0.9238419
[-0.60192811 -0.04533355 -0.64817958 -0.04625147 -0.6950183  -0.04683872],-1.0,-0.9089582
[-0.74212729 -0.04710899 -0.78921223 -0.04708494 -0.83600929 -0.04679706],-1.0,-0.84634227
[-0.88229154 -0.04628225 -0.92787354 -0.045582   -0.97261401 -0.04474047],-1.0,-0.6839634
[-1.0164168  -0.04380279 -1.05923025 -0.04281344 -1.10104532 -0.04181507],-0.8368596,-0.35994
[-1.14164823 -0.04060291 -1.18110612 -0.03945789 -1.2         0.        ],0.3394802,0.5990027
[-1.19724888  0.00275112 -1.1917376   0.00551129 -1.18344846  0.00828913],0.60476995,0.9862752
[-1.17195813  0.01149033 -1.15723372  0.01472441 -1.13923713  0.01799659],0.89152026,0.9934964
[-1.11749796  0.02173917 -1.09197691  0.02552106 -1.0626411   0.02933581],1.0,0.9970168
[-1.02930797  0.03333313 -0.99197844  0.03732953 -0.95068314  0.0412953 ],1.0,0.998701
[-0.90549189  0.04519124 -0.85652318  0.04896872 -0.80395244  0.05257074],0.6801917,0.9994539
[-0.74849804  0.0554544  -0.6904617   0.05803634 -0.63020522  0.06025648],0.9172011,0.9997263
[-0.56778694  0.06241827 -0.50366243  0.06412452 -0.43831154  0.06535088],1.0,0.99983525
[-0.37209336  0.06621819 -0.30547274  0.06662062 -0.23887379  0.06659895],1.0,0.99987316
[-0.17265991  0.06621388 -0.10711808  0.06554183 -0.04244828  0.0646698 ],1.0,0.9998758
[0.02124177 0.06369005 0.0839369  0.06269512 0.14571086 0.06177397],1.0,0.99984384
[0.2067199  0.06100904 0.26719448 0.06047458 0.32743014 0.06023565],0.859108,0.9997935
