State,Action,Action wo Noise
[-0.55188123  0.         -0.55188123  0.         -0.55188123  0.        ],-0.9952332,-0.9952332
[-0.55316221 -0.00128099 -0.55571461 -0.0025524  -0.55951937 -0.00380475],-0.998848,-0.998848
[-0.56455351 -0.00503414 -0.57077954 -0.00622603 -0.57815116 -0.00737162],-0.9996459,-0.9996459
[-0.58661493 -0.00846377 -0.59610836 -0.00949343 -0.60656172 -0.01045336],-0.9997068,-0.9997068
[-0.61789882 -0.0113371  -0.63003762 -0.0121388  -0.64289119 -0.01285357],-0.9992649,-0.9992649
[-0.65636794 -0.01347675 -0.67037394 -0.014006   -0.68481326 -0.01443931],-0.9950623,-0.9950623
[-0.69958265 -0.01476939 -0.71458521 -0.01500257 -0.72972507 -0.01513986],-0.9209108,-0.9209108
[-0.74479701 -0.01507194 -0.75971043 -0.01491342 -0.7743788  -0.01466836],0.1959238,0.1959238
[-0.7870449  -0.0126661  -0.79764064 -0.01059574 -0.80611101 -0.00847037],0.9961935,0.9961935
[-0.81121296 -0.00510195 -0.81292138 -0.00170842 -0.81122797  0.00169341],0.9999957,0.9999957
[-0.80613526  0.00509271 -0.7976683   0.00846696 -0.78586972  0.01179858],1.0,1.0
[-0.77080088  0.01506884 -0.75254335  0.01825753 -0.73120059  0.02134276],1.0,1.0
[-0.70689954  0.02430105 -0.67979199  0.02710756 -0.65005538  0.02973661],1.0,1.0
[-0.61789294  0.03216244 -0.58353268  0.03436026 -0.54722534  0.03630734],1.0,1.0
[-0.50924095  0.03798439 -0.4698642   0.03937674 -0.42938873  0.04047548],1.0,1.0
[-0.38811046  0.04127827 -0.3463206   0.04178986 -0.30429853  0.04202207],1.0,1.0
[-0.2623051   0.04199343 -0.22057676  0.04172834 -0.17932074  0.04125602],1.0,1.0
[-0.13871161  0.04060913 -0.09888912  0.03982249 -0.05995742  0.0389317 ],1.0,1.0
[-0.02198539  0.03797203  0.01499208  0.03697747  0.05097207  0.03597999],1.0,1.0
[0.08598124 0.03500917 0.12007311 0.03409188 0.15332544 0.03325233],1.0,1.0
[0.18583761 0.03251217 0.21772834 0.03189073 0.2491337  0.03140535],1.0,1.0
[0.28020541 0.03107171 0.31110961 0.0309042  0.3420259  0.03091629],1.0,1.0
[0.37314675 0.03112085 0.40467714 0.03153039 0.43683441 0.03215727],1.0,1.0
