State,Action,Action wo Noise
[-0.49497227  0.         -0.49497227  0.         -0.49497227  0.        ],-0.9999804,-0.9999804
[-0.49668668 -0.00171441 -0.50010267 -0.003416   -0.50519472 -0.00509204],-0.9999972,-0.9999972
[-0.51192472 -0.00673    -0.52024225 -0.00831753 -0.53008495 -0.0098427 ],-0.9999995,-0.9999995
[-0.54137901 -0.01129406 -0.55403978 -0.01266077 -0.56797256 -0.01393278],-0.9999996,-0.9999996
[-0.58307351 -0.01510096 -0.59923077 -0.01615726 -0.61632564 -0.01709487],-0.9999984,-0.9999984
[-0.63423399 -0.01790835 -0.65282773 -0.01859374 -0.67197634 -0.01914861],-0.999969,-0.999969
[-0.69154847 -0.01957212 -0.71141355 -0.01986508 -0.73144333 -0.02002978],-0.9974228,-0.9974228
[-0.75150947 -0.02006614 -0.77149252 -0.01998305 -0.7912792  -0.01978668],-0.52873975,-0.52873975
[-0.81006031 -0.01878111 -0.82774093 -0.01768062 -0.84423718 -0.01649625],0.9934741,0.9934741
[-0.8571925  -0.01295532 -0.86655288 -0.00936038 -0.87228126 -0.00572838],0.9999993,0.9999993
[-0.87434602 -0.00206476 -0.87273944  0.00160658 -0.86746752  0.00527192],1.0,1.0
[-0.85855029  0.00891724 -0.84602284  0.01252744 -0.82993704  0.0160858 ],1.0,1.0
[-0.81036374  0.01957331 -0.78739534  0.02296839 -0.76114862  0.02624672],1.0,1.0
[-0.7317673   0.02938132 -0.69942423  0.03234306 -0.66432278  0.03510145],1.0,1.0
[-0.62669698  0.03762581 -0.5868102   0.03988677 -0.54495218  0.04185802],1.0,1.0
[-0.50143411  0.04351806 -0.45658216  0.04485195 -0.41072946  0.04585271],1.0,1.0
[-0.36420719  0.04652227 -0.31733531  0.04687187 -0.27041357  0.04692175],1.0,1.0
[-0.22371332  0.04670025 -0.17747086  0.04624246 -0.13188235  0.0455885 ],1.0,1.0
[-0.08710072  0.04478163 -0.04323422  0.0438665  -0.00034672  0.0428875 ],1.0,1.0
[0.04154077 0.0418875  0.08244766 0.04090689 0.12243063 0.03998297],1.0,1.0
[0.16158034 0.03914971 0.20001807 0.03843772 0.23789253 0.03787446],1.0,1.0
[0.27537709 0.03748456 0.31266734 0.03729025 0.34997909 0.03731175],1.0,1.0
