State,Action,Action wo Noise
[-0.45627114  0.         -0.45627114  0.         -0.45627114  0.        ],-0.99990636,-0.99990636
[-0.45827253 -0.00200139 -0.46226059 -0.00398807 -0.46820597 -0.00594537],-0.9999924,-0.9999924
[-0.47606486 -0.0078589  -0.48577904 -0.00971418 -0.49727625 -0.01149721],-0.9999994,-0.9999994
[-0.51047068 -0.01319442 -0.52526353 -0.01479286 -0.5415439  -0.01628037],-0.9999998,-0.9999998
[-0.55918975 -0.01764585 -0.57806917 -0.01887942 -0.59804188 -0.01997271],-0.9999998,-0.9999998
[-0.6189609  -0.02091901 -0.64067441 -0.02171352 -0.6630278  -0.02235339],-0.999999,-0.999999
[-0.6858657  -0.0228379  -0.70903409 -0.0231684  -0.73238236 -0.02334826],-0.99997544,-0.99997544
[-0.7557651  -0.02338274 -0.77904397 -0.02327887 -0.80208905 -0.02304508],-0.998291,-0.998291
[-0.82477754 -0.02268849 -0.84699966 -0.02222212 -0.86865672 -0.02165706],-0.856753,-0.856753
[-0.88944903 -0.02079231 -0.90930123 -0.01985221 -0.92814946 -0.01884822],0.82328224,0.82328224
[-0.94342051 -0.01527105 -0.95507683 -0.01165631 -0.96309308 -0.00801625],0.9999001,0.9999001
"[-9.67188642e-01 -4.09556066e-03 -9.67356023e-01 -1.67381456e-04
 -9.63594927e-01  3.76109588e-03]",1.0,1.0
[-0.95591205  0.00768288 -0.94432234  0.01158971 -0.92885074  0.01547159],1.0,1.0
[-0.90953507  0.01931568 -0.88642958  0.02310549 -0.85960927  0.02682031],1.0,1.0
[-0.8291745   0.03043477 -0.79525569  0.03391881 -0.75801762  0.03723807],1.0,1.0
[-0.71766279  0.04035483 -0.67443332  0.04322947 -0.6286108   0.04582252],1.0,1.0
[-0.58051365  0.04809715 -0.53049171  0.05002194 -0.47891808  0.05157363],1.0,1.0
[-0.42617856  0.05273953 -0.37265932  0.05351923 -0.31873384  0.05392548],1.0,1.0
[-0.26474993  0.05398391 -0.21101807  0.05373186 -0.15780177  0.0532163 ],1.0,1.0
[-0.10531053  0.05249125 -0.05369555  0.05161498 -0.0030482   0.05064734],1.0,1.0
[0.04659924 0.04964745 0.09527108 0.04867184 0.14304434 0.04777326],1.0,1.0
[0.19004428 0.04699994 0.23643965 0.04639537 0.282438   0.04599835],1.0,1.0
[0.32828135 0.04584336 0.37424223 0.04596087 0.42062003 0.04637781],1.0,1.0
