State,Action,Action wo Noise
[-0.46260396  0.         -0.46260396  0.         -0.46260396  0.        ],-0.9999957,-0.9999957
[-0.46455887 -0.00195491 -0.46845425 -0.00389539 -0.47426133 -0.00580708],-0.9999995,-0.9999995
[-0.4819371  -0.00767576 -0.49142451 -0.00948741 -0.50265285 -0.01122834],-0.99999994,-0.99999994
[-0.51553818 -0.01288533 -0.52998396 -0.01444578 -0.54588186 -0.0158979 ],-0.99999994,-0.99999994
[-0.56311276 -0.0172309  -0.58154799 -0.01843524 -0.60105079 -0.0195028 ],-0.9999996,-0.9999996
[-0.62147792 -0.02042712 -0.64268145 -0.02120353 -0.66451074 -0.02182929],-0.9999868,-0.9999868
[-0.68681437 -0.02230363 -0.70944219 -0.02262782 -0.73224726 -0.02280507],-0.9988196,-0.9988196
[-0.75508591 -0.02283864 -0.77782285 -0.02273694 -0.80033088 -0.02250803],-0.7182088,-0.7182088
[-0.82207107 -0.02174019 -0.84293739 -0.02086632 -0.8628359  -0.01989851],0.98245883,0.98245883
[-0.87913345 -0.01629755 -0.8917684  -0.01263495 -0.90069655 -0.00892815],0.9999981,0.9999981
[-0.9058623  -0.00516575 -0.90724943 -0.00138713 -0.90485368  0.00239575],1.0,1.0
[-0.89868243  0.00617125 -0.88875524  0.00992719 -0.8751052   0.01365004],1.0,1.0
[-0.857781    0.0173242  -0.83684968  0.02093131 -0.81239984  0.02444984],1.0,1.0
[-0.78454499  0.02785485 -0.7534269   0.03111809 -0.71921846  0.03420844],1.0,1.0
[-0.68212564  0.03709281 -0.6423882   0.03973745 -0.60027857  0.04210963],1.0,1.0
[-0.5560989   0.04417967 -0.51017586  0.04592303 -0.46285347  0.04732239],1.0,1.0
[-0.41448416  0.04836932 -0.36541866  0.04906549 -0.31599549  0.04942317],1.0,1.0
[-0.26653062  0.04946487 -0.21730825  0.04922237 -0.16857317  0.04873508],1.0,1.0
[-0.12052515  0.04804801 -0.07331549  0.04720966 -0.0270456   0.04626989],1.0,1.0
[0.01823251 0.04527811 0.06251436 0.04428185 0.10584005 0.04332569],1.0,1.0
[0.14829071 0.04245066 0.18998471 0.04169399 0.23107389 0.04108918],1.0,1.0
[0.27174009 0.0406662  0.31219202 0.04045193 0.35266257 0.04047056],1.0,1.0
