State,Action,Action wo Noise
[-0.55372529  0.         -0.55372529  0.         -0.55372529  0.        ],-0.99364513,-0.99364513
[-0.55499012 -0.00126483 -0.55751032 -0.00252021 -0.5612671  -0.00375678],-0.9985,-0.9985
[-0.56623972 -0.00497261 -0.57239115 -0.00615143 -0.57967569 -0.00728454],-0.9996025,-0.9996025
[-0.58804104 -0.00836535 -0.59742548 -0.00938444 -0.60776014 -0.01033466],-0.9997129,-0.9997129
[-0.61896984 -0.01120971 -0.63097355 -0.01200371 -0.64368538 -0.01271182],-0.99945736,-0.99945736
[-0.6570151  -0.01332972 -0.67086988 -0.01385478 -0.6851549  -0.01428502],-0.9969418,-0.9969418
[-0.69977055 -0.01461565 -0.71462098 -0.01485043 -0.72961129 -0.01499031],-0.95640373,-0.95640373
[-0.74458762 -0.01497633 -0.75945991 -0.01487229 -0.7741418  -0.0146819 ],-0.10706246,-0.10706246
[-0.78727722 -0.01313542 -0.79879552 -0.01151831 -0.80863705 -0.00984153],0.9892343,0.9892343
"[-8.15108114e-01 -6.47106151e-03 -8.18177222e-01 -3.06910782e-03
 -8.17829695e-01  3.47527352e-04]",0.9999893,0.9999893
[-0.81405105  0.00377864 -0.80685942  0.00719163 -0.79628996  0.01056946],1.0,1.0
[-0.78239593  0.01389403 -0.76525012  0.01714581 -0.74494656  0.02030356],1.0,1.0
[-0.72160224  0.02334432 -0.69535869  0.02624355 -0.6663832   0.02897549],1.0,1.0
[-0.63486927  0.03151393 -0.60103623  0.03383304 -0.56512762  0.03590861],1.0,1.0
[-0.52740834  0.03771927 -0.4881605   0.03924785 -0.44767794  0.04048256],1.0,1.0
[-0.40625988  0.04141806 -0.36420379  0.04205608 -0.32179813  0.04240566],1.0,1.0
[-0.2793152   0.04248293 -0.23700474  0.04231045 -0.19508854  0.0419162 ],1.0,1.0
[-0.15375625  0.04133229 -0.11316268  0.04059357 -0.07342643  0.03973625],1.0,1.0
[-0.03462977  0.03879666  0.00318038  0.03781014  0.03999063  0.03681026],1.0,1.0
[0.07581886 0.03582823 0.11071148 0.03489262 0.14474073 0.03402925],1.0,1.0
[0.17800198 0.03326125 0.2106113  0.03260932 0.24270325 0.03209195],1.0,1.0
[0.27442911 0.03172587 0.30595545 0.03152633 0.33746299 0.03150754],1.0,1.0
[0.36914594 0.03168295 0.4012115  0.03206556 0.43387965 0.03266814],1.0,1.0
