State,Action,Action wo Noise
[-0.54883614  0.         -0.54883614  0.         -0.54883614  0.        ],1.0,1.0
[-0.54714704  0.0016891  -0.54378147  0.00336556 -0.53876463  0.00501684],1.0,1.0
[-0.53213408  0.00663055 -0.52393953  0.00819455 -0.51424242  0.00969711],1.0,1.0
[-0.50311547  0.01112695 -0.49064205  0.01247342 -0.47691541  0.01372665],1.0,1.0
[-0.46203774  0.01487766 -0.44611917  0.01591858 -0.42927647  0.0168427 ],1.0,1.0
[-0.41163178  0.01764468 -0.39331115  0.01832063 -0.37444298  0.01886817],1.0,1.0
[-0.35515652  0.01928646 -0.3355803   0.01957623 -0.31584062  0.01973968],1.0,1.0
[-0.29606018  0.01978044 -0.27635681  0.01970338 -0.25684233  0.01951447],1.0,1.0
[-0.23762172  0.01922061 -0.21879234  0.01882939 -0.20044347  0.01834886],1.0,1.0
[-0.18265607  0.0177874  -0.16550262  0.01715344 -0.14904731  0.01645531],1.0,1.0
[-0.13334621  0.0157011  -0.11844773  0.01489848 -0.10439306  0.01405467],1.0,1.0
[-0.09121679  0.01317627 -0.0789475   0.01226929 -0.06760842  0.01133908],1.0,1.0
[-0.05721809  0.01039033 -0.04779102  0.00942707 -0.0393383   0.00845272],1.0,1.0
[-0.03186819  0.00747011 -0.02538667  0.00648153 -0.01989789  0.00548877],1.0,1.0
[-0.01540467  0.00449323 -0.01190877  0.0034959  -0.00941128  0.00249749],1.0,1.0
[-0.0079128   0.00149849 -0.0074136   0.00049919 -0.0079138  -0.00050019],1.0,1.0
[-0.00941328 -0.00149949 -0.01191177 -0.00249849 -0.01540866 -0.00349689],1.0,1.0
[-0.01990289 -0.00449422 -0.02539265 -0.00548977 -0.03187517 -0.00648252],1.0,1.0
[-0.03934627 -0.0074711  -0.04779997 -0.0084537  -0.057228   -0.00942804],1.0,1.0
[-0.06761929 -0.01039129 -0.07895931 -0.01134002 -0.09122952 -0.01227021],0.9538893,1.0
[-0.10447585 -0.01324633 -0.11866955 -0.0141937  -0.13377565 -0.0151061 ],1.0,1.0
[-0.14968312 -0.01590746 -0.16634273 -0.01665961 -0.18369746 -0.01735473],1.0,1.0
[-0.20168208 -0.01798462 -0.22022289 -0.01854081 -0.23923765 -0.01901476],1.0,1.0
[-0.25863569 -0.01939804 -0.27831819 -0.01968251 -0.29817873 -0.01986053],1.0,1.0
[-0.31810396 -0.01992524 -0.33797462 -0.01987066 -0.35766662 -0.019692  ],1.0,1.0
[-0.37705234 -0.01938572 -0.3960021  -0.01894975 -0.41438563 -0.01838353],1.0,1.0
[-0.43207368 -0.01768805 -0.44893958 -0.0168659  -0.46486075 -0.01592117],1.0,1.0
[-0.47972018 -0.01485943 -0.49340775 -0.01368757 -0.50582144 -0.01241369],0.81250256,1.0
[-0.51714965 -0.01132821 -0.52730747 -0.01015782 -0.53621872 -0.00891125],0.76277876,1.0
[-0.54389117 -0.00767245 -0.55026736 -0.00637619 -0.55529958 -0.00503222],0.8763557,1.0
"[-5.58779867e-01 -3.48028708e-03 -5.60682251e-01 -1.90238493e-03
 -5.60992550e-01 -3.10298657e-04]",0.7384833,1.0
[-0.55991526  0.00107729 -0.55745841  0.00245685 -0.55364032  0.00381809],1.0,1.0
[-0.54809722  0.00554309 -0.54087056  0.00722667 -0.53201441  0.00885615],0.9939647,1.0
[-0.5216042   0.01041021 -0.50971801  0.01188619 -0.49644495  0.01327306],0.8684521,1.0
[-0.48207263  0.01437231 -0.46670828  0.01536435 -0.45046586  0.01624242],0.7880476,1.0
[-0.43358548  0.01688038 -0.41618995  0.01739553 -0.39840405  0.0177859 ],0.9341777,1.0
[-0.38013392  0.01827013 -0.3615056   0.01862832 -0.34264436  0.01886124],0.9129653,1.0
[-0.32370514  0.01893921 -0.30480743  0.01889771 -0.28606589  0.01874154],0.8742506,1.0
[-0.26764748  0.01841841 -0.24965418  0.0179933  -0.23218048  0.01747369],0.8999249,1.0
[-0.21527457  0.01690591 -0.19901528  0.01625929 -0.1834736   0.01554168],0.9366588,1.0
[-0.1686577   0.0148159  -0.15462356  0.01403413 -0.14142026  0.0132033 ],0.67415464,1.0
[-0.12948408  0.01193618 -0.11885041  0.01063367 -0.10954828  0.00930214],0.75582063,1.0
[-0.10147861  0.00806967 -0.09466026  0.00681836 -0.08910804  0.00555222],0.9378114,1.0
[-0.08456031  0.00454773 -0.08102585  0.00353446 -0.07851117  0.00251467],0.84429276,1.0
[-0.07716104  0.00135014 -0.07697778  0.00018326 -0.07796171 -0.00098394],0.9393989,1.0
[-0.07996849 -0.00200677 -0.08299456 -0.00302607 -0.08703444 -0.00403988],0.94109935,1.0
[-0.09207794 -0.0050435  -0.09811501 -0.00603707 -0.10513292 -0.00701791],0.96272546,1.0
[-0.11308342 -0.0079505  -0.12194734 -0.00886392 -0.13170173 -0.00975439],0.84710824,1.0
