State,Action,Action wo Noise
[-0.57014003  0.         -0.57014003  0.         -0.57014003  0.        ],-0.9744832,-0.9744832
[-0.57125382 -0.0011138  -0.57347315 -0.00221933 -0.57678154 -0.00330839],-0.9912814,-0.9912814
[-0.58117967 -0.00439813 -0.58663501 -0.00545534 -0.59310731 -0.0064723 ],-0.9972259,-0.9972259
[-0.60055791 -0.0074506  -0.60893226 -0.00837436 -0.61816943 -0.00923716],-0.9982603,-0.9982603
[-0.62820417 -0.01003475 -0.63896459 -0.01076041 -0.65037432 -0.01140973],-0.997783,-0.997783
[-0.66235266 -0.01197835 -0.67481682 -0.01246416 -0.68768203 -0.0128652 ],-0.9935415,-0.9935415
[-0.70085602 -0.01317399 -0.71425266 -0.01339665 -0.72778642 -0.01353375],-0.96693516,-0.96693516
[-0.74133316 -0.01354674 -0.75481097 -0.01347781 -0.76814084 -0.01332987],-0.7464154,-0.7464154
[-0.78091642 -0.01277557 -0.79306777 -0.01215136 -0.80453079 -0.01146301],0.42052794,0.42052794
[-0.81349674 -0.00896595 -0.81992157 -0.00642483 -0.82377456 -0.00385299],0.99450934,0.99450934
"[-8.24176641e-01 -4.02084872e-04 -8.21125953e-01  3.05068752e-03
 -8.14636767e-01  6.48918654e-03]",0.9999778,0.9999778
[-0.80473178  0.00990499 -0.79145956  0.01327222 -0.77488775  0.01657181],0.9999995,0.9999995
[-0.75510479  0.01978296 -0.73222179  0.022883   -0.70637428  0.0258475 ],1.0,1.0
[-0.67772363  0.02865065 -0.64645779  0.03126584 -0.61279122  0.03366656],1.0,1.0
[-0.57696367  0.03582755 -0.53923759  0.03772608 -0.49989426  0.03934333],1.0,1.0
[-0.45922857  0.04066569 -0.41754266  0.04168591 -0.37513881  0.04240384],1.0,1.0
[-0.33231197  0.04282684 -0.28934232  0.04296965 -0.24648851  0.04285381],1.0,1.0
[-0.20398177  0.04250674 -0.16202135  0.04196041 -0.12077139  0.04124997],1.0,1.0
[-0.08035912  0.04041227 -0.04087455  0.03948456 -0.00237122  0.03850334],1.0,1.0
[0.03513218 0.0375034  0.07164946 0.03651727 0.10722426 0.0355748 ],1.0,1.0
[0.14192729 0.03470303 0.17585354 0.03392624 0.20911969 0.03326615],1.0,1.0
[0.24186189 0.0327422  0.27423381 0.03237192 0.30640512 0.03217131],1.0,1.0
[0.33856032 0.0321552  0.37089792 0.0323376  0.4036299  0.03273198],1.0,1.0
