State,Action,Action wo Noise
[-0.50952292  0.         -0.50952292  0.         -0.50952292  0.        ],-0.99984896,-0.99984896
[-0.51112823 -0.00160531 -0.51432682 -0.00319859 -0.51909472 -0.0047679 ],-0.9999743,-0.9999743
[-0.52539635 -0.00630164 -0.53318447 -0.00778812 -0.54240067 -0.0092162 ],-0.9999933,-0.9999933
[-0.55297591 -0.01057525 -0.5648311  -0.01185519 -0.57787783 -0.01304673],-0.9999921,-0.9999921
[-0.59201925 -0.01414142 -0.6071511  -0.01513185 -0.62316284 -0.01601174],-0.9999555,-0.9999555
[-0.63993883 -0.01677599 -0.65735982 -0.01742098 -0.67530423 -0.01794442],-0.99902374,-0.99902374
[-0.69364827 -0.01834404 -0.71227007 -0.0186218  -0.73104973 -0.01877966],-0.9383595,-0.9383595
[-0.74977956 -0.01872983 -0.76834778 -0.01856822 -0.78664847 -0.01830069],0.71343434,0.71343434
[-0.80210462 -0.01545615 -0.81463651 -0.01253189 -0.82418242 -0.00954591],0.9998896,0.9998896
[-0.83026746 -0.00608504 -0.83286365 -0.00259619 -0.83195926  0.00090439],1.0,1.0
[-0.82755819  0.00440107 -0.81968049  0.00787771 -0.80836287  0.01131762],1.0,1.0
[-0.79365998  0.01470289 -0.77564606  0.01801392 -0.75441684  0.02122922],1.0,1.0
[-0.73009155  0.02432529 -0.70281473  0.02727682 -0.67275762  0.03005711],1.0,1.0
[-0.64011879  0.03263884 -0.60512374  0.03499505 -0.56802333  0.03710041],1.0,1.0
[-0.52909072  0.03893261 -0.48861692  0.0404738  -0.44690501  0.04171191],1.0,1.0
[-0.40426324  0.04264177 -0.36099748  0.04326575 -0.31740345  0.04359403],1.0,1.0
[-0.27375912  0.04364432 -0.23031802  0.04344111 -0.1873035   0.04301451],1.0,1.0
[-0.14490459  0.04239892 -0.10327315  0.04163144 -0.06252268  0.04075047],1.0,1.0
[-0.02272837  0.03979432  0.01607176  0.03880013  0.05387479  0.03780303],1.0,1.0
[0.0907104  0.03683561 0.12663801 0.03592761 0.16174388 0.03510587],1.0,1.0
[0.19613834 0.03439445 0.22995324 0.0338149  0.2633398  0.03338656],1.0,1.0
[0.29646678 0.03312698 0.32951907 0.03305229 0.36269662 0.03317755],1.0,1.0
